Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
124,"A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .","She placed the bread on the plate , cut it and half , she is sitting on the green chair and started eating her sandwich .",NA,Yes,The lady standing by the kitchen counter with the ingredients (Event 1) logically precedes her making and eating the sandwich (Event 2).
125,We see the man talking and hug his dog .,We see a landscape in the desert .,NA,No,"The two events are unrelated as they occur in very different contexts; one involves a man interacting with his dog, while the other involves a landscape in the desert. There is no clear temporal relationship between them."
126,A group of people get off of a yellow school bus with life rafts around their neck and enter a foliage filled area leading to a body of water .,  The man continues to talk to the camera intersperses with images of the people having fun at the water event .,NA,Yes,"The group of people getting off the bus and heading to the body of water likely precedes the scenes of them having fun at the water event, indicating a temporal relationship between the two events."
127,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .","A man is standing outdoors wearing an orange tanktop and green shorts , holding an axe and then he swings it over his head and chops a piece of wood .",NA,No,"The two events describe different men chopping wood, and there is no indication that one event must precede the other. They could be occurring independently and simultaneously without a necessary temporal relationship."
128,There 's a small boy snowboarding down the slope .,The young snowboarder continues to go down the mountain slope steadily .,NA,Yes,"The first event describes the boy starting to snowboard down the slope, and the second event describes him continuing to go down the slope. This indicates a temporal progression from starting to continuing."
129,She slowly places the lens into her eyes .,A young woman is pulling back both of her eyelids open with her finger .,NA,Yes,The woman pulling back her eyelids is likely a preparatory action for placing the lens into her eyes.
130,A guy squats on ice next to a plant .,The guy brings a fish from the ice which is attached to the string .,NA,Yes,"The guy squatting on ice next to a plant likely precedes the action of bringing a fish from the ice, suggesting he is ice fishing. Squatting is a preparatory action before catching the fish."
131,A close up shot of one of the women begins as she 's talking and the banner indicates she 's a shuffleboard player by the name of FRIEDA GALLAWAY .,The women are now the focus and they are playing at a shuffleboard taking turns hitting the disc .,NA,Yes,"The close-up shot of Frieda Gallaway talking likely precedes the event where the women, including Frieda, are playing shuffleboard. The sequence suggests an introduction followed by the actual gameplay."
132,"The winner smiles , flexes his two arms , stands up , shows his arm muscles and he sits down on another table .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,The black screen with the words 'ARM WRESTLING MATCH' likely appears before the winner is announced and has a chance to celebrate.
133,He resumes mopping the living room .,The mop is wet and he uses it to clean the living room .,NA,Yes,The mop being wet and used to clean the living room must occur before or during the time he resumes mopping the living room. The wet mop is a necessary condition for mopping to occur.
134,A man is water skiing very fast .,An old black and white video is shown before cutting to several clips of boats being controlled and driven through the water .,NA,No,The events are unrelated as one describes a man water skiing and the other describes an old video showing boats. There is no clear temporal or contextual relationship between them.
135,"A counter top with lemons and ingredients in small bowls is shown , with several individuals standing by the counter .",The individual rearranges the items on the counter top .,NA,Yes,The rearrangement of items on the counter top likely occurs after the initial setup of the counter top with lemons and ingredients in small bowls.
136,A baby boy 's head floats up from water .,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",NA,Yes,The event where a baby boy's head floats up from the water likely precedes the mothers grabbing their babies to come up for air and the baby breathing while looking at the camera. The sequence suggests a progression from the baby being submerged to being brought up for air.
137,They pass by other people on kayaks as they sail along .,Then they get off the kayaks and stand on the river banks to look over the river .,NA,Yes,"The sequence of events suggests that the individuals are kayaking first and then getting off the kayaks to stand on the river banks. Therefore, Event 1 precedes Event 2."
138,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .",The camera man then walks over to the cut pieces of wood and the outro screen comes on with scrolling words of the name of the men who were chopping the wood .,NA,Yes,"The sequence of events suggests that the chopping of wood happens first, followed by the cameraman walking over to the cut pieces of wood and the outro screen appearing. The use of 'then' indicates a temporal progression from one event to the next."
139,A woman in a purple shirt is standing in a yard .,The dogs are playing with a frisbee .,NA,No,There is no clear temporal relationship between a woman standing in a yard and dogs playing with a frisbee. These events are unrelated and could occur independently of each other.
140,"After , other dancers perform break dance .",Young boys dance break dance spinning and flipping on the floor .,NA,Yes,"The phrase 'After, other dancers perform break dance' suggests that there is a sequence of events where one group of dancers performs after another. The young boys dancing break dance could be part of the sequence, indicating a temporal relationship."
141,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .","After him , a shirtless man tries to lift it but he ca n't get it off the ground either .",NA,Yes,The events are likely related as they both describe attempts to lift a bar in a weight room. The second event describes another person's attempt to lift the bar after the first individual.
142,A man is kneeling on the ground shining a shoe .,A man in white walks down the sidewalk .,NA,No,The two events occur in different contexts and there is no clear indication that one event must precede the other.
143,We see a recap of the man 's performance .,We see a man throw his open legs around .,NA,No,"The two events are described in different contexts and do not have a clear temporal relationship. The first event is about a recap of a performance, while the second event describes a specific action of a man throwing his legs around. There is no indication that one event must precede or follow the other."
144,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,A third boy appears as they pass him and he is also wearing a helmet .,NA,Yes,"Event 2 describes a third boy joining the group, which likely occurs before or during Event 1 when the boys are already riding and a fourth boy joins them."
145,A man takes picture to the blindfold woman .,A man spins a blindfold woman holding a stick who is on front a piñata .,NA,Yes,"The events are likely part of the same context, a piñata game, and the man taking a picture of the blindfolded woman could occur before or after she is spun around, indicating a temporal relationship."
146,A field of purple flowers is shown in an image .,The people rest in lawn chairs outside the cabin after they are done .,NA,No,"The two events are unrelated. One event describes an image of a field of purple flowers, while the other describes people resting in lawn chairs outside a cabin. There is no clear temporal or contextual connection between the two events."
147,He continues speaking while holding the bow and shows how to aim the bow in various shots .,A man is seen speaking to the camera followed by him holding a bow and shows off it 's specs .,NA,Yes,"The events are related as they both involve the same man speaking and demonstrating the bow. It is likely that the second event, where he speaks to the camera and shows the bow's specs, precedes the first event where he continues speaking and demonstrates how to aim the bow."
148,She laughs as the insertion is completed .,a man is cleaning the nose area of a girl sitting in a chair .,NA,No,The events are from different contexts and there is no clear indication that one event must precede or follow the other.
149,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The camera pans out to reveal a dog standing in the room with the man with a white frisbee in its mouth .,NA,Yes,"The camera panning out to reveal the dog with a frisbee likely follows the man talking to the camera, indicating a temporal sequence."
150,The camera zooms out and a yellow frame appears .,  Justin Beiber is playing the guitar with the youtube link below .,NA,No,"The events are from very different contexts; one describes a camera action and the appearance of a frame, while the other describes Justin Bieber playing the guitar. There is no clear temporal relationship between these two events."
151,The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two .,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,NA,Yes,"Both events involve boys playing drums. The first event describes a boy resuming playing the drums, while the second event describes a boy actively participating in a performance. The continuation of playing the drums in the first event could logically follow the boy's participation in the performance described in the second event."
152,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There are some adults helping small children get ready with their snowboarding equipment and gear .,NA,Yes,The adults helping the children get ready with their snowboarding equipment and gear likely occurs before the instructors teach the young students to begin snowboarding and teach them various steps.
153,We see more kids and people flip through .,A man falls mid flip .,NA,No,"The two events involve different subjects and actions that do not indicate a clear temporal relationship. One event describes kids and people flipping through something, while the other describes a man falling mid-flip. The contexts are too different to determine a temporal sequence."
154,"The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"An intro screen typically appears at the beginning of a video or presentation, while an outro screen appears at the end. Therefore, the intro screen would precede the outro screen."
155,She adds gel and begins to start braiding the hair .,She begins to part the woman 's hair and then gives the information of the products that you would need in order to do it .,NA,Yes,Parting the hair and giving information about the products needed likely comes before adding gel and starting to braid the hair.
156,More people step up to take their turns fencing while also showing people on the side clapping .,Two people are then seen fencing against one another while people cheer on the sides .,NA,Yes,The events appear to be part of the same fencing event where people take turns fencing. The second event likely follows the first as it describes two people actively fencing while others cheer.
157,He waves his hand up in the air while his throw is shown again in slow motion and the audience reacting .,He runs down the track and throws the pole with the audience cheering and watch .,NA,Yes,"The second event, where he runs down the track and throws the pole, likely precedes the first event where his throw is shown in slow motion and he waves his hand. The audience's reaction and the slow-motion replay typically occur after the actual throw."
158,The individual rearranges the items on the counter top .,The individual puts some of the ingredients in small bowls into the mug .,NA,Yes,"Rearranging items on the counter top is likely to occur before putting ingredients into the mug, as the individual would need to organize the items before using them."
159,  A young woman walks onto a gymnasium floor and begins performing a gymnastic baton routine in a gymnastic outfit .,"  The woman drops the baton , retrieves it , and continues to dance through to the end of the routine when she leaves the gymnasium floor .",NA,Yes,"The woman begins her routine in Event 1, and then drops and retrieves the baton during the routine in Event 2, indicating that Event 2 occurs after Event 1."
160,"She moved to the stove , the black pan is on the stove , she put the butter using a bread knife , covered the kettle with foil , placed the bread on the pan and press it using the kettle with foil , she stood beside the stove while she waits , then turn over the bread , press the kettle with foil on it .","A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .",NA,Yes,"The events are related because they describe actions happening in the same context (a kitchen) and involve the same objects (black pan, foil, bread, knife). The second event describes the initial setup or preparation before the cooking process described in the first event."
161,The man finishes cutting the claws and pets the cat .,A cat sits on the lap of a man .,NA,Yes,"The man finishes cutting the claws and pets the cat, which suggests a close interaction between the man and the cat. It is likely that the cat sitting on the man's lap could follow this event as part of the same interaction."
162,The lady puts pins in her hair on the side .,The lady rinses her face in her hands   with water .,NA,No,The two events are unrelated as they describe different actions that do not have a clear temporal sequence or dependency.
163,  The man stops near the camera and starts talking again .,  The man walks to the grass and stands on the skateboard in the grass .,NA,No,"The two events describe different actions that a man takes, but there is no clear indication that one must precede the other. They could occur in any order or be entirely unrelated."
164,The same various people are shown speaking while he continues to throw the shot put down the field with a huge amount of strength .,Various people speak to the camera as the athlete is shown again making more throws .,NA,Yes,"Both events describe the same context of an athlete throwing a shot put while various people speak. The second event likely follows the first as it mentions the athlete making more throws, indicating a continuation or repetition of the activity."
165,The two children return to playing with the house .,The two children return to playing with the slide .,NA,No,The two events describe children playing with different objects (house and slide). There is no clear temporal relationship between these two activities as they could occur in any order or independently.
166,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"Event 2 describes the boys continuing their skateboarding activity with an additional boy joining them, which logically follows Event 1 where the boys are already skateboarding and taking turns filming."
167,  The man and the woman begin to dance on a sidewalk in front of a small crowd of people gathered around them before ending the dance and collecting tips in a black top hat .,A man adjusts a radio while a woman stands in a ballroom dance pose preparing for a dance .,NA,No,The two events occur in different contexts: one on a sidewalk with a crowd and the other in a ballroom. There is no clear temporal relationship between the two events.
168,Then the master leaves and the three students demonstrate their coordinated karate moves .,After she leaves the master comes on stage along with three other students .,NA,Yes,"Event 2 describes the master coming on stage after she leaves, and Event 1 describes the master leaving, which suggests that Event 1 occurs before Event 2."
169,There 's a group of adults and kids kayaking through the river .,They pass by other people on kayaks as they sail along .,NA,Yes,"As the group of adults and kids kayak through the river, they pass by other people on kayaks. The act of passing by others occurs while they are kayaking, indicating a temporal relationship."
170,"Kids are lining up , they are holding flags , a female kid dive into water from the edge of the diving board , a woman is hugging the man as they jumped to the pool .",A woman in blue swimsuit is standing at diving board then she walks towards the edge of the board bounce and jumped to the pool .,NA,No,"The events describe different individuals (kids and a woman) performing actions at a pool, but there is no clear indication that one event must precede the other or that they are part of the same context."
171,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,The young snowboarders show off their talent as they go down the slopes .,NA,Yes,The young students would likely receive instruction and learn the basics of snowboarding before showing off their talent on the slopes.
172,"Another girl in a black shirt hops around , too .",They drink some ICEE 's and walk away .,NA,No,The events describe different activities that do not have a clear temporal relationship. Hopping around and drinking ICEE's could happen independently of each other.
173,"He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",He hits a strike again for the second time in a row .,NA,Yes,"The first event describes the initial strike, and the second event describes hitting a strike again, indicating a sequence where the first strike precedes the second."
174,He puts the sandwich into a plastic Tupperware box .,A man is standing in a kitchen making a sandwich .,NA,Yes,The man must first make the sandwich before he can put it into a plastic Tupperware box.
175,"First she irons her shirt , then she irons her folded red sweater .",This little baby is shown pretending to iron her clothes .,NA,No,"The two events describe different contexts. One involves a person ironing their clothes, and the other involves a baby pretending to iron. There is no clear temporal relationship between them."
176,The man repeatedly runs down the track and throws the javelin .,We see 86 m in the upper right corner of the screen .,NA,Yes,The act of running down the track and throwing the javelin would logically precede the display of the distance (86 m) achieved by the throw.
177,  The scene fades to black .,The camera zooms out and a yellow frame appears .,NA,No,The events describe different actions that occur in a scene but do not necessarily have a temporal relationship. The scene fading to black and the camera zooming out with a yellow frame appearing could happen independently and do not depend on each other.
178,"He wins a final game , his opponent in a neck brace .",The man is shown interviewing numerous different people while talking about the drink .,NA,No,"The two events are from very different contexts and do not indicate a clear temporal relationship. One event describes winning a game, while the other describes interviewing people about a drink."
179,We see the man shake hands and hug people   and sit down .,We see a man throw his open legs around .,NA,No,The two events appear to be unrelated and occur in different contexts. There is no clear temporal relationship between shaking hands and hugging people and a man throwing his legs around.
180,A woman is in a room talking to the camera .,"We then see her melting dark chocolate in a double boiler before applying it to the sandwich , and grilling it .",NA,Yes,"The use of the word 'then' in Event 2 suggests that the melting of dark chocolate follows the woman talking to the camera, indicating a temporal sequence."
181,People are sitting under the bridge watching .,A man in a yellow shirt is standing watching .,NA,No,"The two events describe different people watching something, but there is no clear temporal relationship or sequence between the two events."
182,A large group of people are seen standing around a city center waiting for people to arrive .,Girls dancing are seen walking through the parade as other people watch on the side .,NA,Yes,"The group of people waiting for others to arrive in the city center likely precedes the parade, where girls are seen dancing and people are watching from the side."
183,Two professional wrestlers climb silver ladders .,A masked wrestler hits a unmasked wrestler on his shoulder .,NA,No,The two events described involve different actions and there is no clear indication that one event must precede the other. They could occur independently at different times during a wrestling match or event.
184,"A man talks for a brief moment , a black screen appears with some foreign letters on it , then a woman is shown getting most of her hair braided by another woman , curled , teased , and then hair sprayed into a style .","A special effect screen appears with a green heart that is made to look like it 's beating and has a white clip art scissors in the middle of it and the gray words "" PARIKMAXER TV "" under the heart .",NA,No,"The two events appear to be unrelated as they describe different activities and contexts. One is about a man talking and a woman getting her hair styled, while the other is about a special effect screen with a green heart and text. There is no clear temporal relationship between these events."
185,We see a man and a boy playing in the sand .,The   man fills he bucket and dumps it out .,NA,Yes,"The man filling the bucket and dumping it out is likely part of the activities involved in playing in the sand, suggesting that these events are related and occur in a sequence."
186,A woman is seen pumping water out of a machine while another wheel kneels down in front and washes clothes .,The people speak back and fourth to one another while the camera pans around and watches them work .,NA,Yes,"The two events likely occur simultaneously or in close succession as the camera pans around and captures the activities of the people working, including the woman pumping water and washing clothes."
187,"The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",The man then takes the iron straight to the fabric and begins to glide the iron over the material and the words on the screen indicate that it 's to melt the wax into the skin using low temperature to avoid burning the skin .,NA,Yes,The man picks up the container of wax first and then uses the iron to melt the wax into the fabric. The sequence of actions suggests a clear temporal relationship.
188,We fade in from black as the man talks .,The camera zooms out on the man playing the accordion .,NA,No,"The two events are unrelated as they describe different actions involving the man. One involves talking while the other involves playing the accordion, and there is no clear temporal relationship between them."
189,"A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .","A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .",NA,No,"The events described are unrelated and occur in very different contexts. One is about a man washing his hands, and the other is about text appearing on a screen with a logo."
190,Two young people are playing pairs tennis indoors while people watch behind them .,The camera returns to show the first pair of players .,NA,Yes,"The second event refers to the camera returning to show the first pair of players, implying that the first event (where two young people are playing pairs tennis) happens before or concurrently with the second event."
191,A guy shakes hand with a player and gives him an animal trophy .,A woman smiles and talks outside .,NA,No,The two events occur in different contexts and there is no clear temporal relationship between them.
192,The tattoo artist glues the design onto the arm of a woman .,The cups of ink are nearby .,NA,No,The presence of ink cups nearby does not necessarily have a temporal relationship with the action of gluing the design onto the arm. They are related by context but not by a sequence of events.
193,Tips and steps appear and a man in a red apron begins to demonstrate each step onto a canvas while he 's using his paint brush and in his right hand and holding his palette and paint i his left hand .,"The intro screen appears with the words Howcast , a flag banner with the words "" HOW TO PAINT WITH OILS "" appear and various people are show painting on canvases .",NA,Yes,"The intro screen and banner likely appear before the man begins to demonstrate the painting steps, indicating a sequence where the introduction precedes the demonstration."
194,The video ends with a special effect of them going backwards instead of forwards and one of the boys holds his hand up to show a shaka sign made with his left hand .,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,NA,Yes,"The events are part of the same context (a video of boys skateboarding). The description of the video ending suggests that Event 1 occurs after Event 2, which describes the boys skateboarding and passing the stick to take turns taking the video."
195,A male surfer shows off his skills with a board shaped like a snow sled as he is pulled by a jet - ski but stops to enter a hut on the beach in order to trade out with another surfer that is bald .,Then he comes to and back from the hut with a blow up whale floatie he tries to surf with .,NA,Yes,"The male surfer stops his surfing session to enter the hut, and then he comes back from the hut with a blow-up whale floatie. The sequence of events suggests a temporal relationship where the first event precedes the second."
196,She slowly places the lens into her eyes .,She blinks a few times making sure the lens is properly in place .,NA,Yes,The action of placing the lens into her eyes must occur before she can blink to ensure the lens is properly in place.
197,"A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",Men tied up with safety gear are hanging from large rock walls and repelling very quickly either alone with other people on the same rock .,NA,No,"Both events describe similar activities involving rock climbing and repelling, but there is no clear indication that one event must precede the other. They could be happening independently or simultaneously."
198,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,"The two events are from different contexts and do not have a clear temporal relationship. The first event describes an opening screen, likely from a digital context, while the second event describes a man putting on gloves and dancing in a yard, which is a physical activity."
199,A close up of a plane is seen followed by a woman sitting behind a desk and another speaking to the camera .,The woman continues speaking as well as showing shots of dogs being groomed .,NA,Yes,"The second event describes a continuation of the woman's speech from the first event, indicating a temporal sequence."
200,There are some adults helping small children get ready with their snowboarding equipment and gear .,The small children are going on snowboarding lifts to begin their lessons .,NA,Yes,The children must be helped with their snowboarding equipment and gear before they can go on the snowboarding lifts to begin their lessons.
