Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
135,"A counter top with lemons and ingredients in small bowls is shown , with several individuals standing by the counter .",The individual rearranges the items on the counter top .,NA,Yes,"The second event (rearranging the items) implies that the first event (the counter top with lemons and ingredients) must have occurred before, as the rearrangement is based on the initial setup."
136,A baby boy 's head floats up from water .,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",NA,Yes,"The baby's head floating up from the water suggests that the baby is underwater, and the mothers grabbing their babies to come up for air implies that the babies are underwater as well. Therefore, it is likely that the first event precedes the second event."
137,They pass by other people on kayaks as they sail along .,Then they get off the kayaks and stand on the river banks to look over the river .,NA,Yes,The kayakers must be on the river before they can get off the kayaks and stand on the river banks.
138,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .",The camera man then walks over to the cut pieces of wood and the outro screen comes on with scrolling words of the name of the men who were chopping the wood .,NA,Yes,"The camera man's actions in Event 2 are likely a consequence of the chopping event in Event 1, as he walks over to the cut pieces of wood."
139,A woman in a purple shirt is standing in a yard .,The dogs are playing with a frisbee .,NA,No,"There is no apparent connection between the woman in a purple shirt and the dogs playing with a frisbee, suggesting they are unrelated events."
140,"After , other dancers perform break dance .",Young boys dance break dance spinning and flipping on the floor .,NA,Yes,The second event (young boys dance break dance) is likely to happen after the first event (other dancers perform break dance).
141,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .","After him , a shirtless man tries to lift it but he ca n't get it off the ground either .",NA,Yes,"The second event implies that the first event has already occurred, as the second event mentions 'after him', indicating a sequence of events."
142,A man is kneeling on the ground shining a shoe .,A man in white walks down the sidewalk .,NA,No,"There is no clear connection between the two events, and it is unlikely that one event precedes the other."
143,We see a recap of the man 's performance .,We see a man throw his open legs around .,NA,No,The two events seem to be unrelated and don't imply a causal or temporal relationship.
144,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,A third boy appears as they pass him and he is also wearing a helmet .,NA,Yes,"The third boy appearing is likely to happen after the boys have already started riding their skateboards, as it is described as 'as they pass him'."
145,A man takes picture to the blindfold woman .,A man spins a blindfold woman holding a stick who is on front a piñata .,NA,Yes,"The man taking a picture likely happens before the blindfolded woman is spun around, as the picture is likely taken before the spinning activity starts."
146,A field of purple flowers is shown in an image .,The people rest in lawn chairs outside the cabin after they are done .,NA,No,"The events seem to be unrelated and describe different scenarios, with no apparent temporal connection."
147,He continues speaking while holding the bow and shows how to aim the bow in various shots .,A man is seen speaking to the camera followed by him holding a bow and shows off it 's specs .,NA,Yes,"The man is showing the bow's specs immediately after speaking to the camera, suggesting a sequential relationship."
148,She laughs as the insertion is completed .,a man is cleaning the nose area of a girl sitting in a chair .,NA,Yes,"The insertion must have occurred before she laughs, suggesting a temporal relationship."
149,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The camera pans out to reveal a dog standing in the room with the man with a white frisbee in its mouth .,NA,Yes,"The camera pans out, which implies that the camera was focused on the man initially, and then shifted its attention to the dog, so the events are likely to be sequential."
150,The camera zooms out and a yellow frame appears .,  Justin Beiber is playing the guitar with the youtube link below .,NA,No,"The events seem to be unrelated, as the description of Event 1 is about a video or video editing, while Event 2 is about Justin Bieber playing the guitar, which appears to be a different context."
151,The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two .,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,NA,Yes,"The second event likely occurs before the first event, as the boy is initially sitting and smiling, then comes back to play the drums."
152,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There are some adults helping small children get ready with their snowboarding equipment and gear .,NA,Yes,It is likely that the adults helping small children get ready with their snowboarding equipment (Event 2) happens before the instructors start teaching the young students to begin snowboarding (Event 1).
153,We see more kids and people flip through .,A man falls mid flip .,NA,Yes,"The man's fall is likely a result of the flipping action described in event 1, indicating a temporal relationship between the two events."
154,"The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"The intro screen is typically shown before the outro screen, so the events are likely to have a temporal relationship."
155,She adds gel and begins to start braiding the hair .,She begins to part the woman 's hair and then gives the information of the products that you would need in order to do it .,NA,Yes,The order of the events suggests that parting the hair must be done before adding gel and braiding the hair.
156,More people step up to take their turns fencing while also showing people on the side clapping .,Two people are then seen fencing against one another while people cheer on the sides .,NA,Yes,"The clapping suggests that the fencing match has just started or is about to start, and the cheering on the sides indicates that the match is ongoing."
157,He waves his hand up in the air while his throw is shown again in slow motion and the audience reacting .,He runs down the track and throws the pole with the audience cheering and watch .,NA,Yes,"The event 1 is likely to be a replay of the throw, which suggests that event 1 happened after event 2, i.e., after he threw the pole."
158,The individual rearranges the items on the counter top .,The individual puts some of the ingredients in small bowls into the mug .,NA,No,"The events appear to be unrelated, as there is no apparent connection between rearranging items on a counter and putting ingredients in small bowls into a mug."
159,  A young woman walks onto a gymnasium floor and begins performing a gymnastic baton routine in a gymnastic outfit .,"  The woman drops the baton , retrieves it , and continues to dance through to the end of the routine when she leaves the gymnasium floor .",NA,Yes,"The woman's dropping the baton and retrieving it is part of her gymnastic routine, which must occur before she leaves the gymnasium floor."
160,"She moved to the stove , the black pan is on the stove , she put the butter using a bread knife , covered the kettle with foil , placed the bread on the pan and press it using the kettle with foil , she stood beside the stove while she waits , then turn over the bread , press the kettle with foil on it .","A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .",NA,Yes,"The second event appears to be a snapshot of the same situation as the first event, with the same objects present, so it likely occurs immediately after or during the first event."
161,The man finishes cutting the claws and pets the cat .,A cat sits on the lap of a man .,NA,Yes,"The man must have finished cutting the cat's claws before petting it, as the cat would not sit on the man's lap while its claws are being cut."
162,The lady puts pins in her hair on the side .,The lady rinses her face in her hands   with water .,NA,No,"There is no apparent connection between the two events, and it's unlikely that one event would cause the other to occur."
163,  The man stops near the camera and starts talking again .,  The man walks to the grass and stands on the skateboard in the grass .,NA,Yes,The man must stop talking before he walks to the grass and stands on the skateboard.
164,The same various people are shown speaking while he continues to throw the shot put down the field with a huge amount of strength .,Various people speak to the camera as the athlete is shown again making more throws .,NA,Yes,"The athlete is shown making throws in both events, implying that the speaking and throwing are part of the same activity and likely happen in sequence."
165,The two children return to playing with the house .,The two children return to playing with the slide .,NA,No,The events seem to describe two separate activities and it is unclear which one comes first.
166,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"Event 1 describes a specific action within the larger activity described in Event 2, suggesting a temporal relationship where Event 1 occurs before Event 2."
167,  The man and the woman begin to dance on a sidewalk in front of a small crowd of people gathered around them before ending the dance and collecting tips in a black top hat .,A man adjusts a radio while a woman stands in a ballroom dance pose preparing for a dance .,NA,Yes,"The woman's ballroom dance pose suggests she is preparing to dance, which could be the dance described in event 1."
168,Then the master leaves and the three students demonstrate their coordinated karate moves .,After she leaves the master comes on stage along with three other students .,NA,Yes,"The master leaves in event 1 and then comes back on stage in event 2, indicating a clear temporal relationship."
169,There 's a group of adults and kids kayaking through the river .,They pass by other people on kayaks as they sail along .,NA,Yes,"The second event is likely to occur after the first event, as they are describing the same group of people kayaking and passing by others."
170,"Kids are lining up , they are holding flags , a female kid dive into water from the edge of the diving board , a woman is hugging the man as they jumped to the pool .",A woman in blue swimsuit is standing at diving board then she walks towards the edge of the board bounce and jumped to the pool .,NA,Yes,"The events describe a sequence of actions that are likely to occur in a specific order, such as lining up, diving, and then hugging. The second event is likely to occur immediately after the first event."
171,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,The young snowboarders show off their talent as they go down the slopes .,NA,Yes,"The instructors teaching the students must precede the students showing off their talent, as the students must learn before they can demonstrate their skills."
172,"Another girl in a black shirt hops around , too .",They drink some ICEE 's and walk away .,NA,No,"There is no apparent connection between the two events, suggesting they are unrelated and can occur at any time."
173,"He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",He hits a strike again for the second time in a row .,NA,Yes,"The second event mentions 'for the second time in a row', implying that the first event occurred before the second."
174,He puts the sandwich into a plastic Tupperware box .,A man is standing in a kitchen making a sandwich .,NA,Yes,"The second event (making the sandwich) likely precedes the first event (putting the sandwich into a plastic Tupperware box), as one would typically make a sandwich before putting it away."
175,"First she irons her shirt , then she irons her folded red sweater .",This little baby is shown pretending to iron her clothes .,NA,No,"The second event is about a baby pretending to iron clothes, which is not related to the actual act of ironing, so the two events are unrelated."
176,The man repeatedly runs down the track and throws the javelin .,We see 86 m in the upper right corner of the screen .,NA,Yes,"The event 2 is likely a measurement of the distance achieved by the man in the event 1, so it must occur after the man runs and throws the javelin."
177,  The scene fades to black .,The camera zooms out and a yellow frame appears .,NA,Yes,"The scene fades to black before the camera zooms out and the yellow frame appears, indicating a sequential relationship between the two events."
178,"He wins a final game , his opponent in a neck brace .",The man is shown interviewing numerous different people while talking about the drink .,NA,No,"The events seem to be unrelated, as there is no apparent connection between winning a game and interviewing people about a drink."
179,We see the man shake hands and hug people   and sit down .,We see a man throw his open legs around .,NA,No,"The events seem to be unrelated and describe different actions, making it unlikely that one event precedes the other."
180,A woman is in a room talking to the camera .,"We then see her melting dark chocolate in a double boiler before applying it to the sandwich , and grilling it .",NA,Yes,"The woman is likely to be talking to the camera before melting the dark chocolate, as the two events seem to be part of a single cooking or recipe demonstration."
181,People are sitting under the bridge watching .,A man in a yellow shirt is standing watching .,NA,No,"There is no inherent temporal relationship between people sitting and watching and a man standing and watching, as these could be unrelated observations."
182,A large group of people are seen standing around a city center waiting for people to arrive .,Girls dancing are seen walking through the parade as other people watch on the side .,NA,Yes,"The people waiting for others to arrive may be waiting for the parade to start, which is when the girls dancing would be walking through the parade."
183,Two professional wrestlers climb silver ladders .,A masked wrestler hits a unmasked wrestler on his shoulder .,NA,Yes,"The ladder climb may be a setup or a move used to gain an advantage before hitting the opponent, indicating a temporal relationship between the two events."
184,"A man talks for a brief moment , a black screen appears with some foreign letters on it , then a woman is shown getting most of her hair braided by another woman , curled , teased , and then hair sprayed into a style .","A special effect screen appears with a green heart that is made to look like it 's beating and has a white clip art scissors in the middle of it and the gray words "" PARIKMAXER TV "" under the heart .",NA,Yes,"The special effect screen with the green heart and scissors may be a graphic overlay or a transition between the man talking and the hair braiding scene, suggesting a temporal relationship between the two events."
185,We see a man and a boy playing in the sand .,The   man fills he bucket and dumps it out .,NA,Yes,"The man must fill the bucket before he can dump it out, indicating a temporal relationship."
186,A woman is seen pumping water out of a machine while another wheel kneels down in front and washes clothes .,The people speak back and fourth to one another while the camera pans around and watches them work .,NA,Yes,"The pumping of water and washing of clothes are likely to be simultaneous or sequential activities, so the second event is likely to occur during or after the first event."
187,"The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",The man then takes the iron straight to the fabric and begins to glide the iron over the material and the words on the screen indicate that it 's to melt the wax into the skin using low temperature to avoid burning the skin .,NA,Yes,"The man's actions in event 1 (picking up a small container and removing its content) likely precede the actions in event 2 (using the iron to melt the wax into the skin), as the man would need to prepare the wax before applying it with the iron."
188,We fade in from black as the man talks .,The camera zooms out on the man playing the accordion .,NA,Yes,"The camera action implies that Event 2 is a continuation of Event 1, as the camera zooms out from the initial scene where the man is talking."
189,"A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .","A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .",NA,No,"The events appear to be unrelated and describe different activities in different contexts, making it unlikely that one event precedes the other."
190,Two young people are playing pairs tennis indoors while people watch behind them .,The camera returns to show the first pair of players .,NA,Yes,"The second event likely follows the first event, as the camera is returning to show the same pair of players again."
191,A guy shakes hand with a player and gives him an animal trophy .,A woman smiles and talks outside .,NA,No,"The two events seem to be unrelated and describe different activities, people, and locations, making it unlikely that one event precedes the other."
192,The tattoo artist glues the design onto the arm of a woman .,The cups of ink are nearby .,NA,Yes,"The tattoo artist gluing the design onto the woman's arm likely occurs after the cups of ink are nearby, as the tattoo artist would need to use the ink to complete the tattoo."
193,Tips and steps appear and a man in a red apron begins to demonstrate each step onto a canvas while he 's using his paint brush and in his right hand and holding his palette and paint i his left hand .,"The intro screen appears with the words Howcast , a flag banner with the words "" HOW TO PAINT WITH OILS "" appear and various people are show painting on canvases .",NA,Yes,"The intro screen and demonstration likely appear in sequence, making it likely that the first event occurs before the second."
194,The video ends with a special effect of them going backwards instead of forwards and one of the boys holds his hand up to show a shaka sign made with his left hand .,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,NA,Yes,"The second event likely occurs after the first event, as the video returns to the boys skateboarding together again, implying a sequence of events."
195,A male surfer shows off his skills with a board shaped like a snow sled as he is pulled by a jet - ski but stops to enter a hut on the beach in order to trade out with another surfer that is bald .,Then he comes to and back from the hut with a blow up whale floatie he tries to surf with .,NA,Yes,"The first event describes the surfer going to the hut, and the second event describes him returning from the hut, so they have a clear temporal relationship."
196,She slowly places the lens into her eyes .,She blinks a few times making sure the lens is properly in place .,NA,Yes,"Event 1 is likely to precede event 2, as placing the lens in the eyes is typically a necessary step before blinking to ensure it is properly in place."
197,"A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",Men tied up with safety gear are hanging from large rock walls and repelling very quickly either alone with other people on the same rock .,NA,Yes,"The first event is likely a specific instance of the second event, with the man in the first event being one of the people repelling from the rock wall."
198,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,"The events seem to be from different contexts, one related to a digital interface and the other to a physical activity, making it unlikely that they have a temporal relationship."
199,A close up of a plane is seen followed by a woman sitting behind a desk and another speaking to the camera .,The woman continues speaking as well as showing shots of dogs being groomed .,NA,Yes,"The events are likely to be part of the same broadcast or interview, and the second event is likely a continuation of the first event."
200,There are some adults helping small children get ready with their snowboarding equipment and gear .,The small children are going on snowboarding lifts to begin their lessons .,NA,Yes,The children must get ready with their equipment before they can go on the snowboarding lifts for their lessons.
