Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
127,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .","A man is standing outdoors wearing an orange tanktop and green shorts , holding an axe and then he swings it over his head and chops a piece of wood .",NA,No,Both events describe similar but separate actions involving different men chopping wood with an axe. There is no clear indication that one event must occur before the other.
128,There 's a small boy snowboarding down the slope .,The young snowboarder continues to go down the mountain slope steadily .,NA,Yes,"The first event describes the boy starting to snowboard down the slope, and the second event describes the continuation of his snowboarding down the slope."
129,She slowly places the lens into her eyes .,A young woman is pulling back both of her eyelids open with her finger .,NA,Yes,The young woman pulling back her eyelids is a preparatory action that likely occurs just before she places the lens into her eyes.
130,A guy squats on ice next to a plant .,The guy brings a fish from the ice which is attached to the string .,NA,Yes,"The guy likely squats on the ice to fish, and then brings up the fish attached to the string. The squatting is a preparatory action for catching the fish."
131,A close up shot of one of the women begins as she 's talking and the banner indicates she 's a shuffleboard player by the name of FRIEDA GALLAWAY .,The women are now the focus and they are playing at a shuffleboard taking turns hitting the disc .,NA,Yes,"The close-up shot and identification of Frieda Gallaway as a shuffleboard player likely happens before the focus shifts to the women playing shuffleboard, indicating a sequence of events."
132,"The winner smiles , flexes his two arms , stands up , shows his arm muscles and he sits down on another table .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,"The black screen with the words 'ARM WRESTLING MATCH' likely appears before the match begins, and the winner's actions occur after the match has concluded."
133,He resumes mopping the living room .,The mop is wet and he uses it to clean the living room .,NA,Yes,"The mop must be wet before he can use it to clean the living room. Therefore, the event of the mop being wet and used to clean the living room temporally precedes him resuming mopping the living room."
134,A man is water skiing very fast .,An old black and white video is shown before cutting to several clips of boats being controlled and driven through the water .,NA,No,There is no clear indication that one event must occur before the other. The events could be unrelated or happening simultaneously.
135,"A counter top with lemons and ingredients in small bowls is shown , with several individuals standing by the counter .",The individual rearranges the items on the counter top .,NA,Yes,The items on the counter top must be present before they can be rearranged by the individual.
136,A baby boy 's head floats up from water .,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",NA,Yes,"The baby boy's head floating up from water likely precedes the mothers grabbing their babies to come up for air, as the latter describes a response to the babies being submerged."
137,They pass by other people on kayaks as they sail along .,Then they get off the kayaks and stand on the river banks to look over the river .,NA,Yes,"The sequence of events suggests that after sailing along and passing by other people on kayaks, they eventually get off the kayaks and stand on the river banks. Therefore, Event 1 likely precedes Event 2."
138,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .",The camera man then walks over to the cut pieces of wood and the outro screen comes on with scrolling words of the name of the men who were chopping the wood .,NA,Yes,"The second event likely follows the first event. After the man walks out of view from the camera, the cameraman walks over to the cut pieces of wood, suggesting a sequence where the chopping happens first and then the cameraman moves to show the results."
139,A woman in a purple shirt is standing in a yard .,The dogs are playing with a frisbee .,NA,No,There is no clear indication that one event must occur before the other. The events could happen independently of each other.
140,"After , other dancers perform break dance .",Young boys dance break dance spinning and flipping on the floor .,NA,No,The summaries do not provide a clear sequence indicating that one event must occur before the other. Both events describe break dancing but do not specify a direct order.
141,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .","After him , a shirtless man tries to lift it but he ca n't get it off the ground either .",NA,Yes,The second event describes the actions of another man attempting to lift the bar after the first man has presumably failed or completed his attempt. The use of 'after him' indicates a sequence of events.
142,A man is kneeling on the ground shining a shoe .,A man in white walks down the sidewalk .,NA,No,The two events described are independent of each other and do not indicate any sequence or dependency that would suggest a temporal relationship.
143,We see a recap of the man 's performance .,We see a man throw his open legs around .,NA,Yes,"A recap of the man's performance suggests that the performance, which includes him throwing his open legs around, has already taken place. Therefore, Event 2 likely occurs before Event 1."
144,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,A third boy appears as they pass him and he is also wearing a helmet .,NA,Yes,"Event 2 describes a third boy appearing as they pass him, which logically happens before Event 1 where a fourth boy joins them. Thus, Event 2 precedes Event 1."
145,A man takes picture to the blindfold woman .,A man spins a blindfold woman holding a stick who is on front a piñata .,NA,No,The events are related but do not have a clear temporal order. The man could take the picture before or after spinning the blindfolded woman.
146,A field of purple flowers is shown in an image .,The people rest in lawn chairs outside the cabin after they are done .,NA,No,The two events described do not have a clear temporal relationship as one does not necessarily precede the other.
147,He continues speaking while holding the bow and shows how to aim the bow in various shots .,A man is seen speaking to the camera followed by him holding a bow and shows off it 's specs .,NA,Yes,The man is first seen speaking to the camera and then holding the bow to show its specifications. This likely precedes the event where he continues speaking while holding the bow and demonstrating how to aim it.
148,She laughs as the insertion is completed .,a man is cleaning the nose area of a girl sitting in a chair .,NA,No,There is no clear indication that one event must precede the other. The two events could be unrelated or occur independently of each other.
149,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The camera pans out to reveal a dog standing in the room with the man with a white frisbee in its mouth .,NA,Yes,"The camera panning out to reveal the dog with the frisbee likely occurs after the man has been talking to the camera, as the panning out provides additional context to the initial scene."
150,The camera zooms out and a yellow frame appears .,  Justin Beiber is playing the guitar with the youtube link below .,NA,No,"There is no clear indication that one event must occur before the other. The events appear to be unrelated or weakly related, and their sequence cannot be determined from the given information."
151,The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two .,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,NA,Yes,"The first boy coming back and continuing to play the drums likely follows the young Asian boy sitting behind the trap-set, as it suggests a continuation of the performance."
152,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There are some adults helping small children get ready with their snowboarding equipment and gear .,NA,Yes,"The children need to be equipped with snowboarding gear before they can begin learning and practicing snowboarding. Therefore, Event 2 likely precedes Event 1."
153,We see more kids and people flip through .,A man falls mid flip .,NA,No,"The two events involve different subjects (kids and people in the first event, and a man in the second event) and do not provide enough context to establish a clear temporal relationship between them."
154,"The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"An intro screen typically appears at the beginning of a video or presentation, while an outro screen appears at the end. Therefore, the intro screen would precede the outro screen."
155,She adds gel and begins to start braiding the hair .,She begins to part the woman 's hair and then gives the information of the products that you would need in order to do it .,NA,Yes,Parting the hair and providing product information would logically precede adding gel and starting to braid the hair.
156,More people step up to take their turns fencing while also showing people on the side clapping .,Two people are then seen fencing against one another while people cheer on the sides .,NA,Yes,"The sequence suggests that after more people step up to take their turns fencing, two people are then seen fencing against one another. This implies a progression from stepping up to actually fencing."
157,He waves his hand up in the air while his throw is shown again in slow motion and the audience reacting .,He runs down the track and throws the pole with the audience cheering and watch .,NA,Yes,"Event 2, where he runs down the track and throws the pole, must occur before Event 1, where his throw is shown again in slow motion and he waves his hand in the air."
158,The individual rearranges the items on the counter top .,The individual puts some of the ingredients in small bowls into the mug .,NA,Yes,The individual needs to rearrange the items on the countertop first to make space and organize before putting the ingredients into the mug.
159,  A young woman walks onto a gymnasium floor and begins performing a gymnastic baton routine in a gymnastic outfit .,"  The woman drops the baton , retrieves it , and continues to dance through to the end of the routine when she leaves the gymnasium floor .",NA,Yes,"The young woman must begin performing her gymnastic baton routine before she can drop the baton, retrieve it, and continue dancing to the end of the routine."
160,"She moved to the stove , the black pan is on the stove , she put the butter using a bread knife , covered the kettle with foil , placed the bread on the pan and press it using the kettle with foil , she stood beside the stove while she waits , then turn over the bread , press the kettle with foil on it .","A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .",NA,Yes,"The presence of the items on the kitchen counter in Event 2 suggests preparation for cooking, which logically precedes the cooking process described in Event 1."
161,The man finishes cutting the claws and pets the cat .,A cat sits on the lap of a man .,NA,No,There is no clear indication that one event must occur before the other. The cat could sit on the man's lap either before or after the claws are cut and the cat is petted.
162,The lady puts pins in her hair on the side .,The lady rinses her face in her hands   with water .,NA,Yes,"Typically, one would rinse their face with water before putting pins in their hair, as rinsing the face would likely disturb any hairstyle."
163,  The man stops near the camera and starts talking again .,  The man walks to the grass and stands on the skateboard in the grass .,NA,No,There is no clear indication that one event must occur before the other. The events could happen in any order.
164,The same various people are shown speaking while he continues to throw the shot put down the field with a huge amount of strength .,Various people speak to the camera as the athlete is shown again making more throws .,NA,Yes,"Event 2 likely follows Event 1 as it mentions the athlete making more throws, indicating a continuation or repetition of the activity from Event 1."
165,The two children return to playing with the house .,The two children return to playing with the slide .,NA,No,The two events describe children playing with different objects (house and slide) and do not indicate a specific order or dependency between them.
166,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"Event 2 describes the boys beginning to ride their skateboards and being joined by a 4th boy. Event 1 describes the boys already skateboarding and passing the stick to take turns filming. Therefore, Event 2 likely precedes Event 1 as the boys are initially joined by another boy and then continue skateboarding and filming."
167,  The man and the woman begin to dance on a sidewalk in front of a small crowd of people gathered around them before ending the dance and collecting tips in a black top hat .,A man adjusts a radio while a woman stands in a ballroom dance pose preparing for a dance .,NA,No,"The two events describe different contexts and locations for the dance (sidewalk vs. ballroom), so they do not have a clear temporal relationship."
168,Then the master leaves and the three students demonstrate their coordinated karate moves .,After she leaves the master comes on stage along with three other students .,NA,No,"The events describe different sequences involving the master and students. The first event occurs after the master leaves, while the second event begins with the master arriving. There is no clear temporal relationship between them."
169,There 's a group of adults and kids kayaking through the river .,They pass by other people on kayaks as they sail along .,NA,Yes,The group of adults and kids must begin kayaking through the river before they can pass by other people on kayaks as they sail along.
170,"Kids are lining up , they are holding flags , a female kid dive into water from the edge of the diving board , a woman is hugging the man as they jumped to the pool .",A woman in blue swimsuit is standing at diving board then she walks towards the edge of the board bounce and jumped to the pool .,NA,No,The events described involve different individuals performing different actions at a pool. There is no clear indication that one event must occur before the other.
171,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,The young snowboarders show off their talent as they go down the slopes .,NA,Yes,The instructors teaching the young students to begin snowboarding would logically precede the young snowboarders showing off their talent as they go down the slopes. The learning process must occur before they can demonstrate their skills.
172,"Another girl in a black shirt hops around , too .",They drink some ICEE 's and walk away .,NA,No,There is no clear indication that one event must occur before the other. The girl hopping and the group drinking ICEEs and walking away are independent activities that do not have an inherent temporal order.
173,"He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",He hits a strike again for the second time in a row .,NA,Yes,"The second event explicitly states that it is the second strike in a row, which means it follows the first event where he hits the first strike."
174,He puts the sandwich into a plastic Tupperware box .,A man is standing in a kitchen making a sandwich .,NA,Yes,The man must first make the sandwich before he can put it into a plastic Tupperware box.
175,"First she irons her shirt , then she irons her folded red sweater .",This little baby is shown pretending to iron her clothes .,NA,No,"The events describe different subjects and activities. One event involves a woman ironing her clothes, while the other involves a baby pretending to iron clothes. There is no clear temporal relationship between these two events."
176,The man repeatedly runs down the track and throws the javelin .,We see 86 m in the upper right corner of the screen .,NA,Yes,"The distance measurement of 86 meters likely appears after the man throws the javelin, indicating the result of his throw."
177,  The scene fades to black .,The camera zooms out and a yellow frame appears .,NA,No,The events describe different cinematic actions that do not imply a clear sequence. Either could occur independently of the other.
178,"He wins a final game , his opponent in a neck brace .",The man is shown interviewing numerous different people while talking about the drink .,NA,No,There is no clear indication that one event must precede the other. They appear to be unrelated activities.
179,We see the man shake hands and hug people   and sit down .,We see a man throw his open legs around .,NA,No,The events described do not provide enough context to establish a clear temporal relationship between them. They could occur independently of each other.
180,A woman is in a room talking to the camera .,"We then see her melting dark chocolate in a double boiler before applying it to the sandwich , and grilling it .",NA,Yes,"The use of 'then' in Event 2 indicates a sequence of actions, suggesting that the woman talks to the camera first and then proceeds to melt chocolate and prepare the sandwich."
181,People are sitting under the bridge watching .,A man in a yellow shirt is standing watching .,NA,No,There is no clear indication that one event must occur before the other; both events involve people watching and can happen independently or simultaneously.
182,A large group of people are seen standing around a city center waiting for people to arrive .,Girls dancing are seen walking through the parade as other people watch on the side .,NA,Yes,"The group of people waiting in the city center likely precedes the parade, as people often gather before an event such as a parade begins."
183,Two professional wrestlers climb silver ladders .,A masked wrestler hits a unmasked wrestler on his shoulder .,NA,No,There is no clear indication that one event must occur before the other. Both events could happen independently in a wrestling match.
184,"A man talks for a brief moment , a black screen appears with some foreign letters on it , then a woman is shown getting most of her hair braided by another woman , curled , teased , and then hair sprayed into a style .","A special effect screen appears with a green heart that is made to look like it 's beating and has a white clip art scissors in the middle of it and the gray words "" PARIKMAXER TV "" under the heart .",NA,No,There is no clear indication that one event must happen before the other. The events described could occur independently of each other and do not have a necessary sequence.
185,We see a man and a boy playing in the sand .,The   man fills he bucket and dumps it out .,NA,Yes,"The man filling the bucket and dumping it out is likely part of the play activity described in the first event. Therefore, the first event (playing in the sand) encompasses the second event (filling and dumping the bucket), indicating a temporal relationship."
186,A woman is seen pumping water out of a machine while another wheel kneels down in front and washes clothes .,The people speak back and fourth to one another while the camera pans around and watches them work .,NA,No,The events described could be happening simultaneously. There is no clear indication that one event must precede the other.
187,"The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",The man then takes the iron straight to the fabric and begins to glide the iron over the material and the words on the screen indicate that it 's to melt the wax into the skin using low temperature to avoid burning the skin .,NA,Yes,"The man must first pick up the container and remove the wax before he can use the iron to melt the wax into the fabric. Therefore, Event 1 must precede Event 2."
188,We fade in from black as the man talks .,The camera zooms out on the man playing the accordion .,NA,No,There is no clear indication that one event must occur before the other. The man talking and the camera zooming out on the man playing the accordion could happen independently or in any order.
189,"A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .","A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .",NA,No,The two events do not have a clear temporal relationship as they describe entirely different actions and contexts. There is no indication that one event must occur before or after the other.
190,Two young people are playing pairs tennis indoors while people watch behind them .,The camera returns to show the first pair of players .,NA,Yes,"The second event, where the camera returns to show the first pair of players, logically follows the first event where the two young people are playing pairs tennis indoors. This implies that the camera had previously shown the players, then moved away, and is now returning to them."
191,A guy shakes hand with a player and gives him an animal trophy .,A woman smiles and talks outside .,NA,No,"The two events described are unrelated and occur in different contexts, so there is no clear temporal relationship between them."
192,The tattoo artist glues the design onto the arm of a woman .,The cups of ink are nearby .,NA,No,The presence of the cups of ink does not depend on the timing of the tattoo artist gluing the design onto the woman's arm. Both events can occur independently of each other.
193,Tips and steps appear and a man in a red apron begins to demonstrate each step onto a canvas while he 's using his paint brush and in his right hand and holding his palette and paint i his left hand .,"The intro screen appears with the words Howcast , a flag banner with the words "" HOW TO PAINT WITH OILS "" appear and various people are show painting on canvases .",NA,Yes,The intro screen and flag banner with the title 'HOW TO PAINT WITH OILS' likely appear before the demonstration of the painting steps begins.
194,The video ends with a special effect of them going backwards instead of forwards and one of the boys holds his hand up to show a shaka sign made with his left hand .,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,NA,No,The events described appear to be part of the same video but do not provide a clear indication of which one must occur before the other. They could happen in any order within the context of the video.
195,A male surfer shows off his skills with a board shaped like a snow sled as he is pulled by a jet - ski but stops to enter a hut on the beach in order to trade out with another surfer that is bald .,Then he comes to and back from the hut with a blow up whale floatie he tries to surf with .,NA,Yes,"Event 1 describes the male surfer stopping his activity to enter a hut, and Event 2 follows with him coming back from the hut with a blow-up whale floatie. This indicates that Event 1 must occur before Event 2."
196,She slowly places the lens into her eyes .,She blinks a few times making sure the lens is properly in place .,NA,Yes,The lens must be placed into her eyes before she can blink to ensure it is properly in place.
197,"A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",Men tied up with safety gear are hanging from large rock walls and repelling very quickly either alone with other people on the same rock .,NA,No,"Both events describe similar activities involving rock climbing and repelling, but there is no clear indication that one event must precede the other. They could be happening concurrently or independently."
198,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,The two events described do not have a clear temporal relationship as seeing a blue opening screen and a man putting on gloves and dancing in the yard are unrelated actions and do not depend on each other in sequence.
199,A close up of a plane is seen followed by a woman sitting behind a desk and another speaking to the camera .,The woman continues speaking as well as showing shots of dogs being groomed .,NA,Yes,"Event 2 describes a continuation of the woman speaking from Event 1, indicating that the events are sequential."
200,There are some adults helping small children get ready with their snowboarding equipment and gear .,The small children are going on snowboarding lifts to begin their lessons .,NA,Yes,The children must be helped with their snowboarding equipment and gear before they can go on the snowboarding lifts to begin their lessons.
