Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
119,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,"Two young boys wearing helmets , holding skateboards and carrying backpacks are walking through an area that is heavily filled with leaves and trees .",NA,Yes,"Event 2 describes the boys walking and preparing to ride their skateboards, which is likely to happen before they start riding and filming themselves in Event 1."
120,There 's a young man wearing a blue shirt and black hat demonstrating on a bed and talking about fitness .,He is talking about fitness as he lays on his back to demonstrate crunches by doing actions with his arms .,NA,Yes,"The second event appears to be a continuation of the first event, as the young man is still talking about fitness and demonstrating exercises, specifically crunches, on the bed."
121,The individual squeezes the lemons ' juice into a mug using a tool .,The individual mixes some water into the mug .,NA,Yes,"It is likely that the individual squeezes the lemon juice into the mug first, and then mixes water into the mug."
122,A woman sits on front a red shoe .,"Next , the woman puts the shoe on the table and continues talking .",NA,Yes,"The second event describes the woman's action after the first event, as she has already sat on the shoe and then puts it on the table."
123,"There are two men connected to the large rock wall , one is higher up on the rock and the other one is on the ground and when the man that is higher repels very quickly , the man on the ground quickly gets lifted from the ground but not all the way up the rock wall .","A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",NA,Yes,"The second event is likely a continuation of the first event, as the man on the ground in the first event gets lifted up the rock wall, and the second event shows the man at the top of the rock wall repelling down, which is a logical next step in the sequence of events."
124,"A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .","She placed the bread on the plate , cut it and half , she is sitting on the green chair and started eating her sandwich .",NA,Yes,"The second event describes the lady eating a sandwich, which implies that she must have prepared the sandwich before eating it. The first event describes the lady preparing the ingredients, including placing the bread on the plate, cutting it in half, which must have occurred before she started eating the sandwich."
125,We see the man talking and hug his dog .,We see a landscape in the desert .,NA,No,"The events appear to be unrelated and do not have a clear temporal connection. The man talking and hugging his dog could have happened at any time or place, and the desert landscape could be from a completely different context or location."
126,A group of people get off of a yellow school bus with life rafts around their neck and enter a foliage filled area leading to a body of water .,  The man continues to talk to the camera intersperses with images of the people having fun at the water event .,NA,Yes,"The people getting off the bus and entering the foliage-filled area likely precedes the water event, and the man talking to the camera and showing images of the people having fun at the water event is likely describing or summarizing what happened after they arrived at the water body."
127,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .","A man is standing outdoors wearing an orange tanktop and green shorts , holding an axe and then he swings it over his head and chops a piece of wood .",NA,Yes,"The second event describes the same action as the first event, but from a different perspective. The second event likely occurs after the first event, as the man in the first event removes the wood from the axe and walks out of view, and the second event shows the man still holding the axe and chopping wood."
128,There 's a small boy snowboarding down the slope .,The young snowboarder continues to go down the mountain slope steadily .,NA,Yes,"The second event implies that the action described in the first event (the boy snowboarding down the slope) has already started, and the second event is a continuation of that action."
129,She slowly places the lens into her eyes .,A young woman is pulling back both of her eyelids open with her finger .,NA,Yes,"The second event, pulling back both eyelids open, is likely to occur after the first event, placing the lens into her eyes, as the lens would need to be in place before the eyelids can be opened."
130,A guy squats on ice next to a plant .,The guy brings a fish from the ice which is attached to the string .,NA,Yes,"The guy must first squat on the ice to fish, and then bring the fish from the ice."
131,A close up shot of one of the women begins as she 's talking and the banner indicates she 's a shuffleboard player by the name of FRIEDA GALLAWAY .,The women are now the focus and they are playing at a shuffleboard taking turns hitting the disc .,NA,Yes,"The first event appears to be a introduction or setup, and the second event is the actual gameplay, which is likely to happen after the introduction."
132,"The winner smiles , flexes his two arms , stands up , shows his arm muscles and he sits down on another table .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,"The arm wrestling match likely precedes the winner's celebration, as the winner's actions (smiling, flexing, standing up, showing arm muscles, and sitting down) are typical reactions to winning an event, and the arm wrestling match must have taken place before the winner can celebrate."
133,He resumes mopping the living room .,The mop is wet and he uses it to clean the living room .,NA,Yes,"The event 'The mop is wet' implies that the mopping process has started, and 'He resumes mopping the living room' implies that the mopping process has already begun, so the second event must come after the first."
134,A man is water skiing very fast .,An old black and white video is shown before cutting to several clips of boats being controlled and driven through the water .,NA,Yes,"The man water skiing very fast is likely to be one of the clips shown in the video, so the video is shown before the man is water skiing."
135,"A counter top with lemons and ingredients in small bowls is shown , with several individuals standing by the counter .",The individual rearranges the items on the counter top .,NA,Yes,"The individuals standing by the counter are likely preparing something, and the second event is a natural progression of that action, as they rearrange the items on the counter to continue preparing whatever they are making."
136,A baby boy 's head floats up from water .,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",NA,Yes,"The baby's head floating up from the water (Event 1) likely precedes the mothers grabbing their babies and the baby breathing (Event 2), as the baby needs to be lifted up to breathe."
137,They pass by other people on kayaks as they sail along .,Then they get off the kayaks and stand on the river banks to look over the river .,NA,Yes,"The sequence of events implies that they are kayaking first and then getting off the kayaks, so event 1 precedes event 2."
138,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .",The camera man then walks over to the cut pieces of wood and the outro screen comes on with scrolling words of the name of the men who were chopping the wood .,NA,Yes,"The camera man's actions in Event 2 are likely a direct consequence of the actions in Event 1, as the camera man is likely filming the wood chopping and then walks over to the cut pieces of wood after the person chopping the wood walks out of view."
139,A woman in a purple shirt is standing in a yard .,The dogs are playing with a frisbee .,NA,No,There is no apparent causal or sequential relationship between the woman standing in a yard and the dogs playing with a frisbee. They could be happening simultaneously or at different times.
140,"After , other dancers perform break dance .",Young boys dance break dance spinning and flipping on the floor .,NA,Yes,"The phrase 'After' implies that Event 1 precedes Event 2, suggesting that the other dancers perform break dance after the initial dance has taken place."
141,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .","After him , a shirtless man tries to lift it but he ca n't get it off the ground either .",NA,Yes,"The second event implies that the first event has already occurred, as the second man is attempting to lift the bar after the first man was unable to do so."
142,A man is kneeling on the ground shining a shoe .,A man in white walks down the sidewalk .,NA,No,"There is no apparent connection between the two events, and it is unclear how one event could logically precede the other."
143,We see a recap of the man 's performance .,We see a man throw his open legs around .,NA,Yes,"The man's performance is likely the event being recapitulated, and the man throwing his legs open is likely a part of that performance, so it is likely that the second event happens after the first."
144,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,A third boy appears as they pass him and he is also wearing a helmet .,NA,Yes,"The second event mentions the boys passing a third boy, which implies that the third boy appears after the boys have already started riding their skateboards, which is described in the first event."
145,A man takes picture to the blindfold woman .,A man spins a blindfold woman holding a stick who is on front a piñata .,NA,Yes,"The man taking a picture to the blindfold woman likely happens before the man spins the blindfold woman holding a stick, as taking a picture is a precursor to the activity of spinning the woman and breaking the piñata."
146,A field of purple flowers is shown in an image .,The people rest in lawn chairs outside the cabin after they are done .,NA,No,There is no clear causal or chronological link between the two events. The image of the purple flowers and the people resting in lawn chairs outside a cabin appear to be unrelated events.
147,He continues speaking while holding the bow and shows how to aim the bow in various shots .,A man is seen speaking to the camera followed by him holding a bow and shows off it 's specs .,NA,Yes,"The man is first speaking, and then he holds the bow and shows off its specs, so the speaking event precedes the bow-holding event."
148,She laughs as the insertion is completed .,a man is cleaning the nose area of a girl sitting in a chair .,NA,Yes,"The insertion must be completed before the girl laughs, suggesting a causal relationship between the two events."
149,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The camera pans out to reveal a dog standing in the room with the man with a white frisbee in its mouth .,NA,Yes,"The camera panning out to reveal the dog with a white frisbee in its mouth is likely a continuation of the scene where the man is talking to the camera and holding white frisbees, suggesting that Event 2 occurs after Event 1."
150,The camera zooms out and a yellow frame appears .,  Justin Beiber is playing the guitar with the youtube link below .,NA,No,There is no clear connection between the two events. The appearance of a yellow frame and Justin Bieber playing the guitar are unrelated events that could have occurred at different times and in different contexts.
151,The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two .,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,NA,Yes,"The second event appears to be a part of the performance that the boy is participating in, which is described as continuing after the boy 'comes back' in the first event, suggesting a temporal relationship between the two events."
152,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There are some adults helping small children get ready with their snowboarding equipment and gear .,NA,Yes,"The adults helping small children get ready with their snowboarding equipment and gear likely precedes the instructors teaching the young students to begin snowboarding, as the children would need to be equipped before learning to snowboard."
153,We see more kids and people flip through .,A man falls mid flip .,NA,Yes,"The event 'We see more kids and people flip through' implies that there is a sequence of flips happening, and the event 'A man falls mid flip' suggests that one of those flips is interrupted by the man falling, indicating a temporal relationship between the two events."
154,"The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"The intro screen typically precedes the outro screen, as it is common for a video or presentation to have an intro screen followed by content, and then an outro screen with a message or credits."
155,She adds gel and begins to start braiding the hair .,She begins to part the woman 's hair and then gives the information of the products that you would need in order to do it .,NA,Yes,"The event of parting the hair is likely to occur before adding gel and braiding, as braiding typically starts after the hair is parted."
156,More people step up to take their turns fencing while also showing people on the side clapping .,Two people are then seen fencing against one another while people cheer on the sides .,NA,Yes,"The first event describes the preparation and atmosphere before the fencing match, and the second event describes the actual fencing match, which likely occurs after the preparation and atmosphere have been established."
157,He waves his hand up in the air while his throw is shown again in slow motion and the audience reacting .,He runs down the track and throws the pole with the audience cheering and watch .,NA,Yes,"The event described in Event 1 is likely a replay of the pole vault throw shown in Event 2, which suggests that Event 1 occurs after Event 2."
158,The individual rearranges the items on the counter top .,The individual puts some of the ingredients in small bowls into the mug .,NA,Yes,"The individual rearranges the items on the counter top before putting some of the ingredients in small bowls into the mug, suggesting a sequence of events."
159,  A young woman walks onto a gymnasium floor and begins performing a gymnastic baton routine in a gymnastic outfit .,"  The woman drops the baton , retrieves it , and continues to dance through to the end of the routine when she leaves the gymnasium floor .",NA,Yes,"The woman's routine is interrupted by dropping the baton, and then she continues the routine after retrieving it, so Event 1 is likely to occur before Event 2."
160,"She moved to the stove , the black pan is on the stove , she put the butter using a bread knife , covered the kettle with foil , placed the bread on the pan and press it using the kettle with foil , she stood beside the stove while she waits , then turn over the bread , press the kettle with foil on it .","A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .",NA,Yes,"Event 1 describes the lady's actions in sequence, and Event 2 appears to be a snapshot of the same scene after the actions have taken place. The presence of the black pan, foil, bread, and knife on the counter in Event 2 suggests that the actions described in Event 1 have already occurred."
161,The man finishes cutting the claws and pets the cat .,A cat sits on the lap of a man .,NA,Yes,"The man must have finished cutting the cat's claws before petting it, as it would be unusual to pet a cat while cutting its claws."
162,The lady puts pins in her hair on the side .,The lady rinses her face in her hands   with water .,NA,No,"There is no logical connection between putting pins in one's hair and rinsing one's face, and it is unclear which event would occur first."
163,  The man stops near the camera and starts talking again .,  The man walks to the grass and stands on the skateboard in the grass .,NA,Yes,"The man must stop talking before he can walk to the grass and stand on the skateboard, so Event 1 precedes Event 2."
164,The same various people are shown speaking while he continues to throw the shot put down the field with a huge amount of strength .,Various people speak to the camera as the athlete is shown again making more throws .,NA,Yes,"The athlete is shown making multiple throws, implying that the events are part of the same sequence or action, and the second event is likely to occur after the first event."
165,The two children return to playing with the house .,The two children return to playing with the slide .,NA,Yes,"The two events likely occur in sequence, with the children playing with the house first and then moving on to play with the slide."
166,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"The second event appears to be a continuation of the first event, as the boys are still skateboarding and filming themselves, and the addition of the 4th boy suggests that the group has continued to grow as they ride down the road."
167,  The man and the woman begin to dance on a sidewalk in front of a small crowd of people gathered around them before ending the dance and collecting tips in a black top hat .,A man adjusts a radio while a woman stands in a ballroom dance pose preparing for a dance .,NA,Yes,"The second event, the woman standing in a ballroom dance pose, suggests that the dance has not yet started, and the first event, the man and woman dancing on the sidewalk, implies that the dance has ended. Therefore, the second event likely precedes the first event."
168,Then the master leaves and the three students demonstrate their coordinated karate moves .,After she leaves the master comes on stage along with three other students .,NA,Yes,"The master leaves in Event 1, and then comes on stage in Event 2, indicating a temporal sequence."
169,There 's a group of adults and kids kayaking through the river .,They pass by other people on kayaks as they sail along .,NA,Yes,"The second event implies that the group is already kayaking, so it is likely that the first event (them kayaking through the river) occurred before they pass by other people on kayaks."
170,"Kids are lining up , they are holding flags , a female kid dive into water from the edge of the diving board , a woman is hugging the man as they jumped to the pool .",A woman in blue swimsuit is standing at diving board then she walks towards the edge of the board bounce and jumped to the pool .,NA,Yes,"The woman in the first event is described as hugging a man as they jumped to the pool, which implies that the man is also diving or jumping into the pool. The second event describes a woman jumping into the pool from the diving board, which is consistent with the first event. Therefore, it is likely that the two events are related in time, with the first event occurring before the second event."
171,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,The young snowboarders show off their talent as they go down the slopes .,NA,Yes,The young students must learn the steps and techniques before they can show off their talent by going down the slopes.
172,"Another girl in a black shirt hops around , too .",They drink some ICEE 's and walk away .,NA,No,"There is no logical connection between the actions described, and the events do not appear to be related in time."
173,"He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",He hits a strike again for the second time in a row .,NA,Yes,"The second event implies that the first event has already occurred, as the phrase 'for the second time in a row' suggests that the person has already hit a strike once before."
174,He puts the sandwich into a plastic Tupperware box .,A man is standing in a kitchen making a sandwich .,NA,Yes,"The event of making a sandwich must be completed before the sandwich can be put into a plastic Tupperware box, so event 1 likely follows event 2."
175,"First she irons her shirt , then she irons her folded red sweater .",This little baby is shown pretending to iron her clothes .,NA,No,"The second event is about a baby pretending to iron clothes, which is a fictional or imaginative scenario, and is not related to the actual act of ironing clothes described in the first event."
176,The man repeatedly runs down the track and throws the javelin .,We see 86 m in the upper right corner of the screen .,NA,Yes,"The event '86 m in the upper right corner of the screen' likely refers to the distance achieved by the man in the javelin throw, which is a direct result of the action described in Event 1, 'The man repeatedly runs down the track and throws the javelin'."
177,  The scene fades to black .,The camera zooms out and a yellow frame appears .,NA,Yes,"The camera zooming out and the yellow frame appearing likely happen after the scene fades to black, as it is a common technique in film editing to transition to a title card or credits after a scene ends."
178,"He wins a final game , his opponent in a neck brace .",The man is shown interviewing numerous different people while talking about the drink .,NA,No,"There is no obvious connection between winning a game and interviewing people about a drink, suggesting that the events are unrelated and may have occurred at different times."
179,We see the man shake hands and hug people   and sit down .,We see a man throw his open legs around .,NA,Yes,"It is likely that the man shakes hands and hugs people before sitting down, and then throws his legs around after sitting down."
180,A woman is in a room talking to the camera .,"We then see her melting dark chocolate in a double boiler before applying it to the sandwich , and grilling it .",NA,Yes,"The woman's actions in Event 1 are likely a cooking show or tutorial, and the events in Event 2 appear to be a continuation of that tutorial, with the woman melting chocolate and grilling a sandwich, so it is likely that Event 1 precedes Event 2."
181,People are sitting under the bridge watching .,A man in a yellow shirt is standing watching .,NA,No,"There is no inherent temporal relationship between the two events, as they describe two independent actions of people watching something, without any clear sequence or connection."
182,A large group of people are seen standing around a city center waiting for people to arrive .,Girls dancing are seen walking through the parade as other people watch on the side .,NA,Yes,"The event in Event 1 is likely the preparation for the event in Event 2, as the people waiting are probably waiting for the parade to start, and the girls dancing are part of the parade."
183,Two professional wrestlers climb silver ladders .,A masked wrestler hits a unmasked wrestler on his shoulder .,NA,Yes,"It is likely that the masked wrestler hit the unmasked wrestler after climbing the ladder, possibly as part of a wrestling match."
184,"A man talks for a brief moment , a black screen appears with some foreign letters on it , then a woman is shown getting most of her hair braided by another woman , curled , teased , and then hair sprayed into a style .","A special effect screen appears with a green heart that is made to look like it 's beating and has a white clip art scissors in the middle of it and the gray words "" PARIKMAXER TV "" under the heart .",NA,Yes,"The screen with foreign letters and the woman getting her hair done is likely a TV show or commercial, and the special effect screen with the green heart and words 'PARIKMAXER TV' is a part of that show or commercial, likely a commercial break or a transition between segments."
185,We see a man and a boy playing in the sand .,The   man fills he bucket and dumps it out .,NA,Yes,"The man must fill the bucket before he can dump it out, indicating a clear temporal sequence between the two events."
186,A woman is seen pumping water out of a machine while another wheel kneels down in front and washes clothes .,The people speak back and fourth to one another while the camera pans around and watches them work .,NA,Yes,"The pumping of water out of the machine is likely necessary for washing clothes, so it is likely that Event 1 precedes Event 2."
187,"The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",The man then takes the iron straight to the fabric and begins to glide the iron over the material and the words on the screen indicate that it 's to melt the wax into the skin using low temperature to avoid burning the skin .,NA,Yes,"The man must remove the content of the small container (the wax) before he can use it to glide the iron over the material, so the events have a clear temporal relationship, with Event 1 happening before Event 2."
188,We fade in from black as the man talks .,The camera zooms out on the man playing the accordion .,NA,Yes,"The camera zooming out on the man playing the accordion is likely to happen after the fade-in from black, as the fade-in is a common way to introduce a scene or a character, and the camera zooming out is a common way to show the scene or character in context."
189,"A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .","A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .",NA,No,"The events appear to be unrelated and do not have a logical temporal connection. The first event is about a person washing their hands, while the second event is about a screen displaying text and a logo, which seems to be a completely different context."
190,Two young people are playing pairs tennis indoors while people watch behind them .,The camera returns to show the first pair of players .,NA,Yes,"The camera returns to show the first pair of players, implying that it had previously shown them, which is described in Event 1."
191,A guy shakes hand with a player and gives him an animal trophy .,A woman smiles and talks outside .,NA,No,"There is no apparent connection between the two events, and it is unclear how they could be related in time."
192,The tattoo artist glues the design onto the arm of a woman .,The cups of ink are nearby .,NA,Yes,"The tattoo artist must glue the design onto the arm after preparing the ink and design, which would involve placing the cups of ink nearby."
193,Tips and steps appear and a man in a red apron begins to demonstrate each step onto a canvas while he 's using his paint brush and in his right hand and holding his palette and paint i his left hand .,"The intro screen appears with the words Howcast , a flag banner with the words "" HOW TO PAINT WITH OILS "" appear and various people are show painting on canvases .",NA,Yes,"The intro screen and the demonstration of painting steps are likely to occur in sequence, with the intro screen appearing before the demonstration begins."
194,The video ends with a special effect of them going backwards instead of forwards and one of the boys holds his hand up to show a shaka sign made with his left hand .,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,NA,Yes,"The video ends with a special effect, and then the view returns to the boys skateboarding again, indicating that Event 1 occurs before Event 2."
195,A male surfer shows off his skills with a board shaped like a snow sled as he is pulled by a jet - ski but stops to enter a hut on the beach in order to trade out with another surfer that is bald .,Then he comes to and back from the hut with a blow up whale floatie he tries to surf with .,NA,Yes,"The surfer stops at the hut to trade out with another surfer, and then comes back with a new board, which implies that the second event occurs after the first event."
196,She slowly places the lens into her eyes .,She blinks a few times making sure the lens is properly in place .,NA,Yes,The second event (blinking) is likely to occur after the first event (placing the lens into her eyes) as it is a natural action to verify the lens is properly in place.
197,"A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",Men tied up with safety gear are hanging from large rock walls and repelling very quickly either alone with other people on the same rock .,NA,Yes,"The first event describes the action of repelling, which is a part of the activity described in the second event. The first event is likely a part of the second event, suggesting a temporal relationship."
198,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,The events appear to be unrelated and do not imply a causal or temporal relationship between them.
199,A close up of a plane is seen followed by a woman sitting behind a desk and another speaking to the camera .,The woman continues speaking as well as showing shots of dogs being groomed .,NA,Yes,"The woman's continued speaking in Event 2 implies that it is a continuation of her speaking in Event 1, suggesting a temporal relationship between the two events."
200,There are some adults helping small children get ready with their snowboarding equipment and gear .,The small children are going on snowboarding lifts to begin their lessons .,NA,Yes,The children getting ready with their snowboarding equipment and gear likely happens before they go on the snowboarding lifts to begin their lessons.
