Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
127,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .","A man is standing outdoors wearing an orange tanktop and green shorts , holding an axe and then he swings it over his head and chops a piece of wood .",NA,No,"The two events describe different men performing similar actions (chopping wood) outdoors, but there is no clear indication of a temporal relationship between the two events. They could occur independently of each other."
128,There 's a small boy snowboarding down the slope .,The young snowboarder continues to go down the mountain slope steadily .,NA,Yes,The events describe a sequence where the boy starts snowboarding down the slope and then continues to go down the mountain slope steadily.
129,She slowly places the lens into her eyes .,A young woman is pulling back both of her eyelids open with her finger .,NA,Yes,"The young woman pulling back her eyelids is likely a preparatory action for placing the lens into her eyes, indicating a temporal sequence."
130,A guy squats on ice next to a plant .,The guy brings a fish from the ice which is attached to the string .,NA,Yes,"The guy is likely ice fishing. Squatting on the ice next to a plant is probably part of the preparation or waiting process, and bringing a fish from the ice attached to a string is the result of catching a fish. Therefore, the squatting event likely precedes the catching event."
131,A close up shot of one of the women begins as she 's talking and the banner indicates she 's a shuffleboard player by the name of FRIEDA GALLAWAY .,The women are now the focus and they are playing at a shuffleboard taking turns hitting the disc .,NA,Yes,"The close-up shot of Frieda Gallaway talking likely happens before or during the game of shuffleboard, as it introduces her as a player before showing the women playing the game."
132,"The winner smiles , flexes his two arms , stands up , shows his arm muscles and he sits down on another table .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,"The arm wrestling match likely occurs before the winner's celebration, indicating a temporal relationship between the two events."
133,He resumes mopping the living room .,The mop is wet and he uses it to clean the living room .,NA,Yes,"The mop needs to be wet for him to resume mopping the living room, indicating a sequence where the mop is wet before he resumes mopping."
134,A man is water skiing very fast .,An old black and white video is shown before cutting to several clips of boats being controlled and driven through the water .,NA,No,"The events are in different contexts: one is about a man water skiing, and the other is about an old video showing boats. There is no clear temporal relationship indicating that one event must precede the other."
135,"A counter top with lemons and ingredients in small bowls is shown , with several individuals standing by the counter .",The individual rearranges the items on the counter top .,NA,Yes,The items on the counter top must be present before they can be rearranged by the individual.
136,A baby boy 's head floats up from water .,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",NA,Yes,The event where mothers grab their babies to come up for air likely precedes the event where a baby's head floats up from water and he breathes while looking at the camera.
137,They pass by other people on kayaks as they sail along .,Then they get off the kayaks and stand on the river banks to look over the river .,NA,Yes,The sequence of events suggests that the individuals first sail along the river in kayaks and then get off the kayaks to stand on the river banks.
138,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .",The camera man then walks over to the cut pieces of wood and the outro screen comes on with scrolling words of the name of the men who were chopping the wood .,NA,Yes,"The second event occurs after the first event, as the cameraman walks over to the cut pieces of wood and the outro screen comes on, indicating the end of the wood chopping activity."
139,A woman in a purple shirt is standing in a yard .,The dogs are playing with a frisbee .,NA,No,The two events are unrelated as they describe different actions happening in a yard without any clear temporal relationship between them.
140,"After , other dancers perform break dance .",Young boys dance break dance spinning and flipping on the floor .,NA,No,The two events describe break dancing but do not provide enough context to establish a clear temporal relationship between them. They could be describing different instances of break dancing.
141,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .","After him , a shirtless man tries to lift it but he ca n't get it off the ground either .",NA,Yes,"The first event describes a man about to lift a bar, while the second event describes another man trying to lift the bar after him. This indicates a sequence of attempts to lift the bar, establishing a temporal relationship."
142,A man is kneeling on the ground shining a shoe .,A man in white walks down the sidewalk .,NA,No,The two events are unrelated as they describe different actions taking place in different contexts without any indication of a temporal relationship between them.
143,We see a recap of the man 's performance .,We see a man throw his open legs around .,NA,No,The two events are described in different contexts. One is a recap of a performance while the other describes a specific action. There is no clear temporal relationship between these events.
144,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,A third boy appears as they pass him and he is also wearing a helmet .,NA,Yes,"Event 2 describes the appearance of a third boy as the group of boys is riding down the road, which likely occurs before the fourth boy joins them in Event 1."
145,A man takes picture to the blindfold woman .,A man spins a blindfold woman holding a stick who is on front a piñata .,NA,No,"The events describe different actions involving a blindfolded woman, but there is no clear temporal relationship indicating that one must occur before the other."
146,A field of purple flowers is shown in an image .,The people rest in lawn chairs outside the cabin after they are done .,NA,No,The events are unrelated as one describes an image of a field of flowers and the other describes people resting outside a cabin. There is no clear temporal or contextual connection between the two events.
147,He continues speaking while holding the bow and shows how to aim the bow in various shots .,A man is seen speaking to the camera followed by him holding a bow and shows off it 's specs .,NA,Yes,"Both events describe a sequence where a man speaks and then demonstrates aspects of a bow. The second event appears to provide a more detailed account of the first event, indicating a temporal relationship."
148,She laughs as the insertion is completed .,a man is cleaning the nose area of a girl sitting in a chair .,NA,No,The events described are from very different contexts and there is no clear indication that one must precede the other.
149,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The camera pans out to reveal a dog standing in the room with the man with a white frisbee in its mouth .,NA,Yes,"The camera panning out to reveal the dog with the frisbee is likely to follow the man talking to the camera, suggesting a sequence of events."
150,The camera zooms out and a yellow frame appears .,  Justin Beiber is playing the guitar with the youtube link below .,NA,No,"The events are unrelated as they describe different contexts. One involves a camera action and a visual element, while the other involves Justin Bieber playing the guitar."
151,The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two .,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,NA,Yes,"The first boy comes back to continue playing the drums, which implies he was already playing before. The young Asian boy sitting behind the trap-set and smiling frantically is likely part of the same performance, suggesting a continuation or overlap in the timeline."
152,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There are some adults helping small children get ready with their snowboarding equipment and gear .,NA,Yes,The children need to be equipped with their snowboarding gear before the instructors can begin teaching them snowboarding steps.
153,We see more kids and people flip through .,A man falls mid flip .,NA,No,The two events describe different actions involving different subjects. There is no clear temporal or contextual relationship between kids and people flipping through something and a man falling mid-flip.
154,"The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"An outro screen typically appears at the end of a video, while an intro screen appears at the beginning. Therefore, the intro screen would precede the outro screen."
155,She adds gel and begins to start braiding the hair .,She begins to part the woman 's hair and then gives the information of the products that you would need in order to do it .,NA,Yes,Parting the hair and giving information about the products needed would logically occur before adding gel and starting to braid the hair.
156,More people step up to take their turns fencing while also showing people on the side clapping .,Two people are then seen fencing against one another while people cheer on the sides .,NA,Yes,"The description suggests a sequence where people first step up to take their turns fencing, followed by a specific instance of two people fencing against each other while being cheered on. This implies that the second event occurs after the first."
157,He waves his hand up in the air while his throw is shown again in slow motion and the audience reacting .,He runs down the track and throws the pole with the audience cheering and watch .,NA,Yes,"The man runs down the track and throws the pole first, and then waves his hand up in the air while his throw is shown again in slow motion with the audience reacting."
158,The individual rearranges the items on the counter top .,The individual puts some of the ingredients in small bowls into the mug .,NA,Yes,"The individual is likely rearranging the items on the counter top before putting some of the ingredients into the mug, as rearranging would help organize the items needed for the next step."
159,  A young woman walks onto a gymnasium floor and begins performing a gymnastic baton routine in a gymnastic outfit .,"  The woman drops the baton , retrieves it , and continues to dance through to the end of the routine when she leaves the gymnasium floor .",NA,Yes,"The woman must first walk onto the gymnasium floor and begin her routine before she can drop the baton, retrieve it, and continue to the end of the routine."
160,"She moved to the stove , the black pan is on the stove , she put the butter using a bread knife , covered the kettle with foil , placed the bread on the pan and press it using the kettle with foil , she stood beside the stove while she waits , then turn over the bread , press the kettle with foil on it .","A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .",NA,Yes,"The lady is preparing to cook in Event 1, and in Event 2 she is seen standing by the kitchen counter with the items she will use. Event 2 likely precedes Event 1 as she gathers and prepares the items before cooking."
161,The man finishes cutting the claws and pets the cat .,A cat sits on the lap of a man .,NA,No,"The two events describe different actions involving a man and a cat, but there is no clear temporal relationship indicating that one event must occur before the other."
162,The lady puts pins in her hair on the side .,The lady rinses her face in her hands   with water .,NA,No,The events are unrelated and occur in different contexts. One involves hair styling and the other involves washing the face. There is no clear temporal relationship between the two actions.
163,  The man stops near the camera and starts talking again .,  The man walks to the grass and stands on the skateboard in the grass .,NA,No,"There is no clear indication that one event must occur before the other, and they appear to describe separate actions that do not have an inherent temporal relationship."
164,The same various people are shown speaking while he continues to throw the shot put down the field with a huge amount of strength .,Various people speak to the camera as the athlete is shown again making more throws .,NA,Yes,"Both events involve the same athlete making throws while people speak. The second event appears to be a continuation of the first, indicating a temporal relationship."
165,The two children return to playing with the house .,The two children return to playing with the slide .,NA,No,The events describe two different activities (playing with the house and playing with the slide) and do not indicate a clear temporal sequence between them.
166,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"The events are related to the same context of boys skateboarding and filming themselves. Event 2 likely follows Event 1 as it describes an additional boy joining them, indicating a progression in time."
167,  The man and the woman begin to dance on a sidewalk in front of a small crowd of people gathered around them before ending the dance and collecting tips in a black top hat .,A man adjusts a radio while a woman stands in a ballroom dance pose preparing for a dance .,NA,No,"The two events occur in different contexts: one is on a sidewalk with a crowd, and the other is in a ballroom setting. There is no clear temporal relationship between them."
168,Then the master leaves and the three students demonstrate their coordinated karate moves .,After she leaves the master comes on stage along with three other students .,NA,No,"The events seem to describe different sequences involving the master and students. In one, the master leaves before the students demonstrate karate moves, and in the other, the master comes on stage with other students after someone else leaves. These events do not have a clear temporal relationship with each other."
169,There 's a group of adults and kids kayaking through the river .,They pass by other people on kayaks as they sail along .,NA,Yes,"As the group of adults and kids kayak through the river, they pass by other people on kayaks. The act of passing by others occurs while they are kayaking, indicating a temporal relationship."
170,"Kids are lining up , they are holding flags , a female kid dive into water from the edge of the diving board , a woman is hugging the man as they jumped to the pool .",A woman in blue swimsuit is standing at diving board then she walks towards the edge of the board bounce and jumped to the pool .,NA,No,"The two events describe different activities occurring at a pool. Event 1 includes multiple actions involving kids and adults, while Event 2 focuses specifically on a woman diving. There is no clear temporal relationship between the two events."
171,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,The young snowboarders show off their talent as they go down the slopes .,NA,Yes,"The instructors teach the young students to snowboard first, and then the young snowboarders show off their talent by going down the slopes."
172,"Another girl in a black shirt hops around , too .",They drink some ICEE 's and walk away .,NA,No,The events are unrelated as they describe different activities without a clear temporal sequence or context linking them.
173,"He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",He hits a strike again for the second time in a row .,NA,Yes,"The first event describes the initial strike, while the second event describes a subsequent strike, indicating a clear temporal sequence."
174,He puts the sandwich into a plastic Tupperware box .,A man is standing in a kitchen making a sandwich .,NA,Yes,The man must make the sandwich before he can put it into a plastic Tupperware box.
175,"First she irons her shirt , then she irons her folded red sweater .",This little baby is shown pretending to iron her clothes .,NA,No,The two events are unrelated as one describes a person ironing clothes while the other describes a baby pretending to iron. There is no clear temporal relationship between them.
176,The man repeatedly runs down the track and throws the javelin .,We see 86 m in the upper right corner of the screen .,NA,Yes,"The distance measurement of 86 meters is likely the result of the man throwing the javelin, indicating that the measurement event follows the throwing event."
177,  The scene fades to black .,The camera zooms out and a yellow frame appears .,NA,No,The events describe two different camera actions and visual effects that do not necessarily have a temporal relationship. One does not clearly precede or follow the other.
178,"He wins a final game , his opponent in a neck brace .",The man is shown interviewing numerous different people while talking about the drink .,NA,No,The events describe different contexts: one is about winning a game and the other is about interviewing people about a drink. There is no clear temporal relationship between the two events.
179,We see the man shake hands and hug people   and sit down .,We see a man throw his open legs around .,NA,No,"The two events appear to describe different activities that are not necessarily connected or dependent on one another. Therefore, there is no clear temporal relationship between them."
180,A woman is in a room talking to the camera .,"We then see her melting dark chocolate in a double boiler before applying it to the sandwich , and grilling it .",NA,Yes,The use of 'then' in Event 2 implies that the woman talking to the camera in Event 1 occurs before she starts melting dark chocolate and preparing the sandwich.
181,People are sitting under the bridge watching .,A man in a yellow shirt is standing watching .,NA,No,"The events describe people watching something, but there is no clear indication that one event must precede or follow the other. They could be occurring simultaneously or at different times without any dependency."
182,A large group of people are seen standing around a city center waiting for people to arrive .,Girls dancing are seen walking through the parade as other people watch on the side .,NA,Yes,"The first event describes people waiting for others to arrive, which suggests a gathering or event is about to start. The second event describes a parade with people watching, which likely follows the gathering of people in the city center."
183,Two professional wrestlers climb silver ladders .,A masked wrestler hits a unmasked wrestler on his shoulder .,NA,No,The events described do not have a clear temporal relationship as they refer to different actions that could occur independently in a wrestling match.
184,"A man talks for a brief moment , a black screen appears with some foreign letters on it , then a woman is shown getting most of her hair braided by another woman , curled , teased , and then hair sprayed into a style .","A special effect screen appears with a green heart that is made to look like it 's beating and has a white clip art scissors in the middle of it and the gray words "" PARIKMAXER TV "" under the heart .",NA,No,The two events describe different activities and there is no clear indication that one must occur before the other. They seem unrelated and do not have an inherent temporal relationship.
185,We see a man and a boy playing in the sand .,The   man fills he bucket and dumps it out .,NA,Yes,"The man filling the bucket and dumping it out is likely part of the activity of playing in the sand, indicating a temporal relationship where the bucket activity occurs during the sand play."
186,A woman is seen pumping water out of a machine while another wheel kneels down in front and washes clothes .,The people speak back and fourth to one another while the camera pans around and watches them work .,NA,Yes,"The second event describes people speaking and being observed while they work, which could include the actions described in the first event. Therefore, the second event likely occurs during or after the first event."
187,"The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",The man then takes the iron straight to the fabric and begins to glide the iron over the material and the words on the screen indicate that it 's to melt the wax into the skin using low temperature to avoid burning the skin .,NA,Yes,The man must first pick up and show the 'vauhti violet glider' wax before he can begin to melt it into the fabric using the iron.
188,We fade in from black as the man talks .,The camera zooms out on the man playing the accordion .,NA,No,The events described involve different actions (talking and playing the accordion) and there is no clear indication of a temporal sequence between them.
189,"A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .","A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .",NA,No,"The events are from very different contexts: one describes a man washing his hands, and the other describes text appearing on a screen. There is no clear temporal relationship between them."
190,Two young people are playing pairs tennis indoors while people watch behind them .,The camera returns to show the first pair of players .,NA,Yes,The camera returning to show the first pair of players suggests that the players were already playing before the camera shifted back to them.
191,A guy shakes hand with a player and gives him an animal trophy .,A woman smiles and talks outside .,NA,No,The two events occur in different contexts and there is no clear temporal relationship between them.
192,The tattoo artist glues the design onto the arm of a woman .,The cups of ink are nearby .,NA,No,The presence of the cups of ink does not have a direct temporal relationship with the action of the tattoo artist gluing the design onto the woman's arm. The events are related by context but do not have a clear sequence.
193,Tips and steps appear and a man in a red apron begins to demonstrate each step onto a canvas while he 's using his paint brush and in his right hand and holding his palette and paint i his left hand .,"The intro screen appears with the words Howcast , a flag banner with the words "" HOW TO PAINT WITH OILS "" appear and various people are show painting on canvases .",NA,Yes,The intro screen with the title and various people painting likely appears before the detailed demonstration by the man in the red apron begins. This suggests a sequence where the introduction sets the context for the tutorial.
194,The video ends with a special effect of them going backwards instead of forwards and one of the boys holds his hand up to show a shaka sign made with his left hand .,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,NA,Yes,"Event 2 describes the boys skateboarding and taking turns with the video, while Event 1 describes the ending of the video. Therefore, Event 2 must occur before Event 1."
195,A male surfer shows off his skills with a board shaped like a snow sled as he is pulled by a jet - ski but stops to enter a hut on the beach in order to trade out with another surfer that is bald .,Then he comes to and back from the hut with a blow up whale floatie he tries to surf with .,NA,Yes,The male surfer first enters the hut to trade out with another surfer and then comes back from the hut with a blow-up whale floatie. The sequence of events indicates a temporal relationship.
196,She slowly places the lens into her eyes .,She blinks a few times making sure the lens is properly in place .,NA,Yes,"After placing the lens into her eyes, she would naturally blink a few times to ensure the lens is properly in place. Therefore, Event 1 must precede Event 2."
197,"A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",Men tied up with safety gear are hanging from large rock walls and repelling very quickly either alone with other people on the same rock .,NA,No,"Both events describe similar activities of rock climbing and repelling, but there is no clear indication that one event must precede the other. They could be occurring independently or simultaneously."
198,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,"The two events are unrelated and occur in different contexts. One involves seeing a blue opening screen, likely indicating the start of some media or presentation, while the other involves a man putting on gloves and dancing in a yard."
199,A close up of a plane is seen followed by a woman sitting behind a desk and another speaking to the camera .,The woman continues speaking as well as showing shots of dogs being groomed .,NA,Yes,"The second event appears to be a continuation of the first, as the same woman continues speaking and additional footage is shown."
200,There are some adults helping small children get ready with their snowboarding equipment and gear .,The small children are going on snowboarding lifts to begin their lessons .,NA,Yes,The children need to be helped with their snowboarding equipment and gear before they can go on the snowboarding lifts to begin their lessons.
