Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
122,A woman sits on front a red shoe .,"Next , the woman puts the shoe on the table and continues talking .",NA,Yes,"The second event describes the woman's action after she sits on the front of the red shoe, indicating a temporal relationship between the two events."
123,"There are two men connected to the large rock wall , one is higher up on the rock and the other one is on the ground and when the man that is higher repels very quickly , the man on the ground quickly gets lifted from the ground but not all the way up the rock wall .","A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",NA,Yes,"Event 1 describes the process of repelling down the rock wall, and Event 2 appears to be a continuation of that process, showing the man at the top of the wall quickly repelling and possibly reaching the ground, which matches the description in Event 1."
124,"A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .","She placed the bread on the plate , cut it and half , she is sitting on the green chair and started eating her sandwich .",NA,Yes,"The events are likely to be part of a sequence, with Event 1 describing the setup for making a sandwich and Event 2 describing the actual act of making and eating the sandwich."
125,We see the man talking and hug his dog .,We see a landscape in the desert .,NA,No,"The two events appear to be unrelated and do not have a clear temporal connection, as there is no apparent link between a man hugging his dog and a landscape in the desert."
126,A group of people get off of a yellow school bus with life rafts around their neck and enter a foliage filled area leading to a body of water .,  The man continues to talk to the camera intersperses with images of the people having fun at the water event .,NA,Yes,"The people getting off the bus and entering the foliage filled area likely precedes the 'water event' described in Event 2, which is likely the activity they are engaging in with the man talking to the camera."
127,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .","A man is standing outdoors wearing an orange tanktop and green shorts , holding an axe and then he swings it over his head and chops a piece of wood .",NA,Yes,"The second event describes the same action as the first event, but in a more general sense. The first event provides more detail, showing the process of chopping the wood and getting it stuck on the axe, which suggests that the second event is a continuation or a snapshot of the same action, implying a temporal relationship."
128,There 's a small boy snowboarding down the slope .,The young snowboarder continues to go down the mountain slope steadily .,NA,Yes,"The first event sets the scene for the second event, implying that the snowboarding activity has already begun and is continuing in the second event."
129,She slowly places the lens into her eyes .,A young woman is pulling back both of her eyelids open with her finger .,NA,Yes,It seems that the second event (pulling back eyelids) is a necessary step to perform the first event (placing the lens into her eyes).
130,A guy squats on ice next to a plant .,The guy brings a fish from the ice which is attached to the string .,NA,Yes,"It is likely that the guy squats on ice next to a plant before he brings a fish from the ice, as the act of bringing a fish implies that the fish was present on the ice and the guy had to retrieve it."
131,A close up shot of one of the women begins as she 's talking and the banner indicates she 's a shuffleboard player by the name of FRIEDA GALLAWAY .,The women are now the focus and they are playing at a shuffleboard taking turns hitting the disc .,NA,Yes,"The first event describes Frieda Gallaway as talking, implying that the conversation or interview has just started, and the second event shows the women playing shuffleboard, which is likely the activity they are discussing or preparing to engage in, making it likely that the second event occurs after the first."
132,"The winner smiles , flexes his two arms , stands up , shows his arm muscles and he sits down on another table .","A black screen appears and the white words on it read "" ARM WRESTLING MATCH",NA,Yes,"The arm wrestling match is likely to start after the introduction on the screen, and the winner's actions in Event 1 are likely to happen after the match has taken place."
133,He resumes mopping the living room .,The mop is wet and he uses it to clean the living room .,NA,Yes,"The event 'The mop is wet' likely precedes 'He resumes mopping the living room', as the mop needs to be wet before it can be used to mop."
134,A man is water skiing very fast .,An old black and white video is shown before cutting to several clips of boats being controlled and driven through the water .,NA,Yes,"The video shown before cutting to several clips of boats being controlled and driven through the water likely includes footage of water skiing, which is what the man is doing in Event 1."
135,"A counter top with lemons and ingredients in small bowls is shown , with several individuals standing by the counter .",The individual rearranges the items on the counter top .,NA,Yes,"The individuals standing by the counter must have been there before the counter was rearranged, so the event 2 (rearranging the items) must have happened after event 1 (showing the counter with lemons and ingredients)."
136,A baby boy 's head floats up from water .,"Mothers grab their babies to come up for air , and a baby breathes as he looks at the camera .",NA,Yes,"The baby's head floating up from water suggests that the baby was underwater, and the mothers grabbing their babies to come up for air implies that the babies were submerged in water. Therefore, it is likely that Event 1 precedes Event 2, as the baby's head floating up from water is a necessary condition for the mothers to grab their babies to come up for air."
137,They pass by other people on kayaks as they sail along .,Then they get off the kayaks and stand on the river banks to look over the river .,NA,Yes,"The second event cannot occur before the first event, as they must pass by other people on kayaks before they get off the kayaks."
138,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .",The camera man then walks over to the cut pieces of wood and the outro screen comes on with scrolling words of the name of the men who were chopping the wood .,NA,Yes,"The camera man walking over to the cut pieces of wood and showing the outro screen with scrolling words likely happens after the man chopping the wood walks out of view, as it is a common practice to show the finished product or credits after the main event has concluded."
139,A woman in a purple shirt is standing in a yard .,The dogs are playing with a frisbee .,NA,No,"There is no apparent connection between the woman in a purple shirt standing in a yard and the dogs playing with a frisbee, so it's unclear which event might occur first or if they are related at all."
140,"After , other dancers perform break dance .",Young boys dance break dance spinning and flipping on the floor .,NA,Yes,"The phrase 'After' explicitly indicates that Event 1 precedes Event 2, implying a temporal relationship."
141,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .","After him , a shirtless man tries to lift it but he ca n't get it off the ground either .",NA,Yes,"The second event mentions 'After him', indicating that the second man is attempting to lift the bar after the first man, who was also trying to lift it."
142,A man is kneeling on the ground shining a shoe .,A man in white walks down the sidewalk .,NA,Yes,"It is likely that the man in white walked down the sidewalk after the man had finished shining his shoe, as shining a shoe is typically a task that is performed before leaving the house or a specific location."
143,We see a recap of the man 's performance .,We see a man throw his open legs around .,NA,No,"The nature of the events suggests that they are describing different actions, and there is no clear temporal relationship between them."
144,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,A third boy appears as they pass him and he is also wearing a helmet .,NA,Yes,"The third boy appears as they pass him, which implies that the boys in Event 1 have already started riding their skateboards and have reached the point where they pass the third boy, who then joins them."
145,A man takes picture to the blindfold woman .,A man spins a blindfold woman holding a stick who is on front a piñata .,NA,Yes,"It is likely that the man takes a picture after spinning the blindfold woman and holding the stick in front of the piñata, as the act of taking a picture suggests a moment of celebration or commemoration after the piñata has been broken."
146,A field of purple flowers is shown in an image .,The people rest in lawn chairs outside the cabin after they are done .,NA,No,"The two events are unrelated and do not have a temporal connection. The image of the field of purple flowers may have been taken at any point in time, and the people resting in lawn chairs may have been doing so at a completely different time."
147,He continues speaking while holding the bow and shows how to aim the bow in various shots .,A man is seen speaking to the camera followed by him holding a bow and shows off it 's specs .,NA,Yes,"The man is seen speaking to the camera first, and then he holds the bow and shows off its specs, suggesting a sequential relationship between the two events."
148,She laughs as the insertion is completed .,a man is cleaning the nose area of a girl sitting in a chair .,NA,Yes,"The insertion is likely a medical procedure, and the completion of the insertion would likely occur after the cleaning of the nose area, as it would be a necessary step in the procedure."
149,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The camera pans out to reveal a dog standing in the room with the man with a white frisbee in its mouth .,NA,Yes,"The second event appears to be a continuation of the first event, as the camera pans out to reveal what happened after the man was holding the frisbees."
150,The camera zooms out and a yellow frame appears .,  Justin Beiber is playing the guitar with the youtube link below .,NA,No,"There is no apparent connection between the camera zooming out and a yellow frame appearing, and Justin Beiber playing the guitar. The two events seem unrelated and do not imply a causal or temporal relationship."
151,The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two .,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,NA,Yes,"The second event is likely to occur before the first event, as the boy is initially sitting behind a trap set and then comes back to continue playing the drums."
152,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There are some adults helping small children get ready with their snowboarding equipment and gear .,NA,Yes,"The young students need to get ready with their snowboarding equipment and gear, which is being helped by the adults, before the instructors can start teaching them the various steps."
153,We see more kids and people flip through .,A man falls mid flip .,NA,Yes,"The man falling mid-flip implies that he was flipping before he fell, which is consistent with the first event describing people and kids flipping."
154,"The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"The intro screen typically appears before the outro screen, so it is likely that the intro screen precedes the outro screen."
155,She adds gel and begins to start braiding the hair .,She begins to part the woman 's hair and then gives the information of the products that you would need in order to do it .,NA,Yes,"The event of parting the woman's hair is likely to occur before adding gel and starting to braid the hair, as parting is a necessary step in the hair-braiding process."
156,More people step up to take their turns fencing while also showing people on the side clapping .,Two people are then seen fencing against one another while people cheer on the sides .,NA,Yes,"The fencing match described in Event 2 is likely to occur after the people step up to take their turns and the clapping happens in Event 1, indicating a temporal relationship."
157,He waves his hand up in the air while his throw is shown again in slow motion and the audience reacting .,He runs down the track and throws the pole with the audience cheering and watch .,NA,Yes,"The event described in Event 1 is likely a replay of the throw that occurred during the event described in Event 2, so the events have a clear temporal relationship, with Event 2 occurring first and Event 1 occurring later."
158,The individual rearranges the items on the counter top .,The individual puts some of the ingredients in small bowls into the mug .,NA,Yes,"The event of rearranging items on the counter top could be the preparation step before putting ingredients in small bowls into a mug, suggesting a causal and temporal relationship."
159,  A young woman walks onto a gymnasium floor and begins performing a gymnastic baton routine in a gymnastic outfit .,"  The woman drops the baton , retrieves it , and continues to dance through to the end of the routine when she leaves the gymnasium floor .",NA,Yes,"The event of the woman dropping the baton and retrieving it implies that Event 2 happens after Event 1, as the woman begins performing the routine before dropping the baton."
160,"She moved to the stove , the black pan is on the stove , she put the butter using a bread knife , covered the kettle with foil , placed the bread on the pan and press it using the kettle with foil , she stood beside the stove while she waits , then turn over the bread , press the kettle with foil on it .","A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .",NA,Yes,"Event 1 describes a sequence of actions performed by the lady, and Event 2 appears to be a snapshot of the same situation, likely immediately before the actions described in Event 1 take place."
161,The man finishes cutting the claws and pets the cat .,A cat sits on the lap of a man .,NA,Yes,"The man must have cut the cat's claws before petting it, so Event 1 likely precedes Event 2."
162,The lady puts pins in her hair on the side .,The lady rinses her face in her hands   with water .,NA,No,"There is no apparent logical connection or sequence between the two events, and it is unclear which event occurs first."
163,  The man stops near the camera and starts talking again .,  The man walks to the grass and stands on the skateboard in the grass .,NA,Yes,"The man stops near the camera and starts talking again suggests that he was previously walking or moving, and then stopped to talk. This implies that the event 2, where he walks to the grass and stands on the skateboard, occurred before he stopped to talk."
164,The same various people are shown speaking while he continues to throw the shot put down the field with a huge amount of strength .,Various people speak to the camera as the athlete is shown again making more throws .,NA,Yes,"The second event likely occurs after the first, as the athlete is shown making'more throws', implying that the first event was a sequence of throws."
165,The two children return to playing with the house .,The two children return to playing with the slide .,NA,Yes,"The two children have already been playing with the house, and now they are returning to play with the slide, indicating a sequence of events where they played with the house first and then the slide."
166,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"The second event describes the same situation as the first event, but continues to describe the same action (the boys skateboarding and filming themselves) and adds additional details. This suggests that the second event is a continuation of the first event in time."
167,  The man and the woman begin to dance on a sidewalk in front of a small crowd of people gathered around them before ending the dance and collecting tips in a black top hat .,A man adjusts a radio while a woman stands in a ballroom dance pose preparing for a dance .,NA,Yes,"The events are likely to be part of a single performance, where the man and woman dance and then collect tips. The second event is likely to occur before the first event in terms of the sequence of actions."
168,Then the master leaves and the three students demonstrate their coordinated karate moves .,After she leaves the master comes on stage along with three other students .,NA,Yes,"The master leaves in Event 1, and then comes on stage in Event 2, indicating a temporal relationship where Event 1 occurs before Event 2."
169,There 's a group of adults and kids kayaking through the river .,They pass by other people on kayaks as they sail along .,NA,Yes,"The second event is describing the same group of people kayaking, so it must occur after the first event."
170,"Kids are lining up , they are holding flags , a female kid dive into water from the edge of the diving board , a woman is hugging the man as they jumped to the pool .",A woman in blue swimsuit is standing at diving board then she walks towards the edge of the board bounce and jumped to the pool .,NA,Yes,"The events are likely to be part of the same activity, such as a family or birthday party, and the second event appears to be a continuation of the first event. The woman in the blue swimsuit in Event 2 is likely the same person as the woman hugging the man in Event 1, and the sequence of events suggests that the kids lining up, holding flags, and then diving into the pool is followed by the woman jumping into the pool from the diving board."
171,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,The young snowboarders show off their talent as they go down the slopes .,NA,Yes,"The first event describes the initial teaching and learning process, while the second event describes the outcome of that process, implying that the teaching and learning must come before the students can show off their talent."
172,"Another girl in a black shirt hops around , too .",They drink some ICEE 's and walk away .,NA,No,"There is no clear causal or temporal relationship between the two events, and they seem to be unrelated activities."
173,"He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",He hits a strike again for the second time in a row .,NA,Yes,"The second event mentions 'for the second time in a row', implying that the first event happened before the second event, and the second event is a continuation of the first event."
174,He puts the sandwich into a plastic Tupperware box .,A man is standing in a kitchen making a sandwich .,NA,Yes,"Event 2 is a precursor to Event 1, as making a sandwich is likely to precede putting the sandwich into a container."
175,"First she irons her shirt , then she irons her folded red sweater .",This little baby is shown pretending to iron her clothes .,NA,No,"The event described in Event 2 is a child pretending to iron clothes, whereas Event 1 describes an actual person ironing clothes. The two events are unrelated and cannot have a temporal relationship."
176,The man repeatedly runs down the track and throws the javelin .,We see 86 m in the upper right corner of the screen .,NA,Yes,"It is likely that the man throwing the javelin is participating in a track and field competition, and the distance 86 m is being displayed on the screen to show his throw. This suggests that Event 2 occurs after Event 1, as the result of the javelin throw is being displayed."
177,  The scene fades to black .,The camera zooms out and a yellow frame appears .,NA,Yes,"The scene fades to black is a common technique used to transition to a title card or credits, which is often accompanied by a yellow frame appearing on screen, suggesting that Event 1 precedes Event 2 in a typical movie or video production."
178,"He wins a final game , his opponent in a neck brace .",The man is shown interviewing numerous different people while talking about the drink .,NA,No,"There is no clear connection between the two events. The first event describes a sporting competition, while the second event appears to be an interview or documentary about a drink. There is no logical sequence between the two events."
179,We see the man shake hands and hug people   and sit down .,We see a man throw his open legs around .,NA,No,"The actions described in the two events are quite different and unrelated, making it unlikely that one event precedes the other."
180,A woman is in a room talking to the camera .,"We then see her melting dark chocolate in a double boiler before applying it to the sandwich , and grilling it .",NA,Yes,"The second event appears to be a continuation of the first event, as the woman is shown doing something after speaking to the camera."
181,People are sitting under the bridge watching .,A man in a yellow shirt is standing watching .,NA,No,"There is no indication that one event must precede the other, as both could be happening simultaneously."
182,A large group of people are seen standing around a city center waiting for people to arrive .,Girls dancing are seen walking through the parade as other people watch on the side .,NA,Yes,"The event where people are waiting for others to arrive likely precedes the event where girls are dancing in a parade, as the waiting would likely be for the start of the parade."
183,Two professional wrestlers climb silver ladders .,A masked wrestler hits a unmasked wrestler on his shoulder .,NA,Yes,"It is likely that the wrestlers climb the ladders before one of them hits the other, as this is a common sequence in professional wrestling matches."
184,"A man talks for a brief moment , a black screen appears with some foreign letters on it , then a woman is shown getting most of her hair braided by another woman , curled , teased , and then hair sprayed into a style .","A special effect screen appears with a green heart that is made to look like it 's beating and has a white clip art scissors in the middle of it and the gray words "" PARIKMAXER TV "" under the heart .",NA,Yes,"The sequence of events suggests that the man's brief talk and the appearance of the black screen with foreign letters are a setup for the TV commercial or program, which then cuts to the scene of the woman getting her hair styled, and finally ends with the special effect screen and the PARIKMAXER TV logo, implying a logical flow of events."
185,We see a man and a boy playing in the sand .,The   man fills he bucket and dumps it out .,NA,Yes,"The man must fill the bucket before he can dump it out, indicating a clear temporal sequence."
186,A woman is seen pumping water out of a machine while another wheel kneels down in front and washes clothes .,The people speak back and fourth to one another while the camera pans around and watches them work .,NA,Yes,"The pumping of water and washing of clothes appears to be a sequential activity, suggesting that the pumping of water occurs before the washing of clothes, and therefore there is a temporal relationship between the two events."
187,"The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",The man then takes the iron straight to the fabric and begins to glide the iron over the material and the words on the screen indicate that it 's to melt the wax into the skin using low temperature to avoid burning the skin .,NA,Yes,"The man's actions in Event 1 (picking up a small container and removing its content) likely precede the actions in Event 2 (using the iron to melt the wax into the skin), as the man must first prepare the wax and then use it for the procedure."
188,We fade in from black as the man talks .,The camera zooms out on the man playing the accordion .,NA,Yes,"The camera zooming out implies that it is happening after the fade-in from black, which suggests that the man talking is happening before the man playing the accordion."
189,"A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .","A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .",NA,No,The events are unrelated and describe two completely different activities: washing hands and displaying a screen with text and logo.
190,Two young people are playing pairs tennis indoors while people watch behind them .,The camera returns to show the first pair of players .,NA,Yes,"The second event likely occurs immediately after the first event, as the camera is returning to show the same pair of players."
191,A guy shakes hand with a player and gives him an animal trophy .,A woman smiles and talks outside .,NA,No,"The events do not seem to be related to each other, and there is no obvious temporal connection between them."
192,The tattoo artist glues the design onto the arm of a woman .,The cups of ink are nearby .,NA,Yes,"The design cannot be glued onto the arm without the tattoo artist having the cups of ink nearby, implying that Event 2 likely precedes Event 1."
193,Tips and steps appear and a man in a red apron begins to demonstrate each step onto a canvas while he 's using his paint brush and in his right hand and holding his palette and paint i his left hand .,"The intro screen appears with the words Howcast , a flag banner with the words "" HOW TO PAINT WITH OILS "" appear and various people are show painting on canvases .",NA,Yes,"The intro screen and the demonstration of painting with oils are likely to occur in sequence, with the intro screen appearing before the demonstration begins."
194,The video ends with a special effect of them going backwards instead of forwards and one of the boys holds his hand up to show a shaka sign made with his left hand .,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,NA,Yes,"The video ends with a special effect, and then the view returns to the boys skateboarding together again, indicating that Event 1 occurs before Event 2."
195,A male surfer shows off his skills with a board shaped like a snow sled as he is pulled by a jet - ski but stops to enter a hut on the beach in order to trade out with another surfer that is bald .,Then he comes to and back from the hut with a blow up whale floatie he tries to surf with .,NA,Yes,"The events are likely to be part of the same sequence, as the surfer stops to enter the hut to trade with the other surfer, and then comes back out with a new board, suggesting a temporal relationship between the two events."
196,She slowly places the lens into her eyes .,She blinks a few times making sure the lens is properly in place .,NA,Yes,"The second event (blinking) is likely to occur after the first event (placing the lens in her eyes), as blinking is a natural action to ensure the lens is properly in place."
197,"A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",Men tied up with safety gear are hanging from large rock walls and repelling very quickly either alone with other people on the same rock .,NA,Yes,"Both events describe the act of repelling from a rock wall, and the second event provides more context about the activity, which suggests that Event 1 is a specific instance of the activity described in Event 2."
198,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,"There is no apparent connection between playing a video game (blue opening screen) and a person putting on gloves and dancing in a yard, indicating that the events are unrelated in time."
199,A close up of a plane is seen followed by a woman sitting behind a desk and another speaking to the camera .,The woman continues speaking as well as showing shots of dogs being groomed .,NA,Yes,"The woman speaking to the camera in Event 1 is likely the same person continuing to speak in Event 2, suggesting a temporal relationship between the two events."
200,There are some adults helping small children get ready with their snowboarding equipment and gear .,The small children are going on snowboarding lifts to begin their lessons .,NA,Yes,The children must first get ready with their equipment and gear before they can go on the snowboarding lifts to begin their lessons.
