Index,Text 1,Text 2,Relationship (HUMAN),Relationship (LLAMA)
137,They pass by other people on kayaks as they sail along .,Then they get off the kayaks and stand on the river banks to look over the river .,NA,Yes,The event of passing by other people on kayaks occurs before they get off the kayaks and stand on the river banks.
138,"Another man is also standing outdoors and he also swings the axe and chops a piece of wood and the wood piece gets stuck onto his axe , he removes the wood from the axe , hits it again and it gets stuck once more and he walks out of view from the camera .",The camera man then walks over to the cut pieces of wood and the outro screen comes on with scrolling words of the name of the men who were chopping the wood .,NA,Yes,"Event 1 describes the process of chopping wood, which concludes with the man walking out of view, while Event 2 occurs after that as the camera man approaches the cut pieces of wood."
139,A woman in a purple shirt is standing in a yard .,The dogs are playing with a frisbee .,NA,No,There is no clear indication that one event must precede the other; they could occur simultaneously without a defined temporal relationship.
140,"After , other dancers perform break dance .",Young boys dance break dance spinning and flipping on the floor .,NA,Yes,"Event 1 suggests that other dancers perform after the event with the young boys, indicating a sequence where the boys' performance precedes the others."
141,"Two men are in a weight room , one is sitting in a chair , and the other is standing on a mat about to jerk the bar .","After him , a shirtless man tries to lift it but he ca n't get it off the ground either .",NA,Yes,"Event 2 describes the actions of the shirtless man trying to lift the bar after the standing man who is about to jerk it in Event 1, indicating a clear sequence."
142,A man is kneeling on the ground shining a shoe .,A man in white walks down the sidewalk .,NA,No,There is no clear indication that one event precedes the other. The events are independent of each other.
143,We see a recap of the man 's performance .,We see a man throw his open legs around .,NA,Yes,"The recap of the man's performance likely occurs after the man throws his legs around, as recaps typically summarize previous actions."
144,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,A third boy appears as they pass him and he is also wearing a helmet .,NA,Yes,"The appearance of the third boy happens while the skateboarders are already riding, suggesting he arrives before they continue riding and filming."
145,A man takes picture to the blindfold woman .,A man spins a blindfold woman holding a stick who is on front a piñata .,NA,Yes,"The action of taking a picture is likely to occur before the spinning event, as one might want to capture a moment before it changes."
146,A field of purple flowers is shown in an image .,The people rest in lawn chairs outside the cabin after they are done .,NA,No,The two events do not have a clear temporal relationship; one describes a visual scene while the other describes an action by people that could occur independently of the flowers being shown.
147,He continues speaking while holding the bow and shows how to aim the bow in various shots .,A man is seen speaking to the camera followed by him holding a bow and shows off it 's specs .,NA,Yes,"Event 1 seems to follow Event 2, as he is first seen speaking to the camera before demonstrating how to aim the bow."
148,She laughs as the insertion is completed .,a man is cleaning the nose area of a girl sitting in a chair .,NA,No,"The relationship between the two events is unclear, as laughing after an insertion does not directly relate to cleaning a girl's nose area, and we cannot determine which happens first based on the information provided."
149,  A man talks to a camera inside of a room while holding many white frisbees in his hand .,  The camera pans out to reveal a dog standing in the room with the man with a white frisbee in its mouth .,NA,Yes,"The man talking to the camera occurs before the camera pans out to reveal the dog, indicating a sequence of actions."
150,The camera zooms out and a yellow frame appears .,  Justin Beiber is playing the guitar with the youtube link below .,NA,No,The two events describe different scenarios and do not indicate any temporal linkage; one event involves a camera movement while the other describes a performance.
151,The first boy then comes back and continues playing the drums and the video continues to toggle back in forth between the two .,A young Asian boy is sitting behind a trap - set smiling frantically in participation of his performance .,NA,Yes,"The first event implies that after the boy continues playing the drums, the performance is ongoing, therefore the boy described in the second event is likely participating during this time."
152,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,There are some adults helping small children get ready with their snowboarding equipment and gear .,NA,No,"Both events describe different groups (instructors and adults) assisting children with snowboarding, but there is no clear indication that one event specifically precedes the other."
153,We see more kids and people flip through .,A man falls mid flip .,NA,Yes,The presence of more kids and people flipping through likely creates a context in which a man might attempt a flip and subsequently fall.
154,"The black outro screen has a logo and blue and red words that read "" Wear your helmet , and skate safe !",A black intro screen with a logo and words appear in red and white and black .,NA,Yes,"The outro screen typically follows the main content, suggesting that Event 1 occurs after Event 2."
155,She adds gel and begins to start braiding the hair .,She begins to part the woman 's hair and then gives the information of the products that you would need in order to do it .,NA,Yes,Parting the hair and providing information about products likely occurs before adding gel and starting the braiding process.
156,More people step up to take their turns fencing while also showing people on the side clapping .,Two people are then seen fencing against one another while people cheer on the sides .,NA,Yes,"The act of people stepping up to take their turns likely occurs before the two people are seen actually fencing, as they must first take their turns before engaging in the match."
157,He waves his hand up in the air while his throw is shown again in slow motion and the audience reacting .,He runs down the track and throws the pole with the audience cheering and watch .,NA,Yes,The slow-motion replays and audience reaction in Event 1 occur after he runs and throws the pole in Event 2.
158,The individual rearranges the items on the counter top .,The individual puts some of the ingredients in small bowls into the mug .,NA,Yes,The individual likely needs to rearrange the items on the counter top before being able to put the ingredients into the mug.
159,  A young woman walks onto a gymnasium floor and begins performing a gymnastic baton routine in a gymnastic outfit .,"  The woman drops the baton , retrieves it , and continues to dance through to the end of the routine when she leaves the gymnasium floor .",NA,Yes,"Event 2 describes actions that occur as part of the routine initiated in Event 1, indicating that Event 1 occurs first."
160,"She moved to the stove , the black pan is on the stove , she put the butter using a bread knife , covered the kettle with foil , placed the bread on the pan and press it using the kettle with foil , she stood beside the stove while she waits , then turn over the bread , press the kettle with foil on it .","A lady in short hair , wearing an orange top is standing by the kitchen counter , on the counter there are black pan , mayo , foil , plate , bread , knife .",NA,Yes,"Event 1 describes a sequence of cooking actions that involves using items found on the counter, which suggests Event 2 serves as a setup or context for Event 1."
161,The man finishes cutting the claws and pets the cat .,A cat sits on the lap of a man .,NA,Yes,"The man likely pets the cat after cutting its claws, suggesting a sequence in activities."
162,The lady puts pins in her hair on the side .,The lady rinses her face in her hands   with water .,NA,No,There is no clear indication that one event must occur before the other; they could happen independently.
163,  The man stops near the camera and starts talking again .,  The man walks to the grass and stands on the skateboard in the grass .,NA,No,The summary does not provide sufficient context to determine the order of the events; they may occur independently.
164,The same various people are shown speaking while he continues to throw the shot put down the field with a huge amount of strength .,Various people speak to the camera as the athlete is shown again making more throws .,NA,Yes,"Event 1 describes the athlete throwing the shot put while people speak, and Event 2 indicates that the same athletes are shown making more throws, suggesting that Event 1 occurs before or simultaneously with Event 2."
165,The two children return to playing with the house .,The two children return to playing with the slide .,NA,No,Both events describe children playing but do not indicate that one event occurs before the other; they could be simultaneous or one could happen at different times independently.
166,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,The boys then begin to ride their skateboards on the road and now there 's a 4th boy who has also joined them as they continue riding down the road and filming themselves while taking turns holding the stick with the camera attached to it .,NA,Yes,"Event 1 describes the boys skateboarding and passing the stick among themselves before Event 2 occurs, where they continue riding and a new boy joins them."
167,  The man and the woman begin to dance on a sidewalk in front of a small crowd of people gathered around them before ending the dance and collecting tips in a black top hat .,A man adjusts a radio while a woman stands in a ballroom dance pose preparing for a dance .,NA,No,"There is no clear indication that one event precedes the other, as they seem to occur in different contexts."
168,Then the master leaves and the three students demonstrate their coordinated karate moves .,After she leaves the master comes on stage along with three other students .,NA,Yes,"Event 2 describes the master coming on stage before she leaves, indicating that Event 1 (the students demonstrating) happens after Event 2."
169,There 's a group of adults and kids kayaking through the river .,They pass by other people on kayaks as they sail along .,NA,Yes,"The group kayaking must pass by other people on kayaks as a part of their journey on the river, indicating a sequence in the events."
170,"Kids are lining up , they are holding flags , a female kid dive into water from the edge of the diving board , a woman is hugging the man as they jumped to the pool .",A woman in blue swimsuit is standing at diving board then she walks towards the edge of the board bounce and jumped to the pool .,NA,Yes,"Event 1 describes multiple activities occurring, including a woman jumping into the pool, while Event 2 specifically describes a woman preparing to jump off the diving board. It's likely that the activities in Event 2 precede the activities in Event 1."
171,The instructors are helping and teaching the young students to begin snowboarding and teaching them various steps .,The young snowboarders show off their talent as they go down the slopes .,NA,Yes,The instructors teaching the young students to snowboard must occur before the students can show off their talent on the slopes.
172,"Another girl in a black shirt hops around , too .",They drink some ICEE 's and walk away .,NA,No,There is no clear indication that one event must occur before the other; they can happen independently and simultaneously.
173,"He steps in the first time , holding the bowling ball in his right hand and aims for the pins and hits a strike .",He hits a strike again for the second time in a row .,NA,Yes,"Event 2 occurs after Event 1, as he hits a strike for the second time in a row following his first strike."
174,He puts the sandwich into a plastic Tupperware box .,A man is standing in a kitchen making a sandwich .,NA,Yes,The action of putting the sandwich into the Tupperware box logically follows the action of making the sandwich.
175,"First she irons her shirt , then she irons her folded red sweater .",This little baby is shown pretending to iron her clothes .,NA,No,"The events are unrelated; one describes an adult performing an ironing sequence while the other describes a child play-acting, and there is no clear temporal sequence between the two."
176,The man repeatedly runs down the track and throws the javelin .,We see 86 m in the upper right corner of the screen .,NA,No,The distance displayed on the screen does not clearly indicate a chronological relationship with the man's actions.
177,  The scene fades to black .,The camera zooms out and a yellow frame appears .,NA,Yes,"Typically, the scene fading to black would happen before the camera zooms out and a yellow frame appears, indicating a transition in the visual presentation."
178,"He wins a final game , his opponent in a neck brace .",The man is shown interviewing numerous different people while talking about the drink .,NA,No,"The two events are unrelated; one involves a sports victory while the other involves an interview about a drink, with no clear temporal connection between them."
179,We see the man shake hands and hug people   and sit down .,We see a man throw his open legs around .,NA,No,"The actions in the two events seem unrelated, and there is no clear indication that one event must occur before the other."
180,A woman is in a room talking to the camera .,"We then see her melting dark chocolate in a double boiler before applying it to the sandwich , and grilling it .",NA,Yes,"The woman is likely talking to the camera before she proceeds to melt the chocolate and apply it to the sandwich for grilling, suggesting a sequence of events."
181,People are sitting under the bridge watching .,A man in a yellow shirt is standing watching .,NA,No,The events describe two different groups of people watching but do not indicate a sequence or dependency between them.
182,A large group of people are seen standing around a city center waiting for people to arrive .,Girls dancing are seen walking through the parade as other people watch on the side .,NA,Yes,"The group waiting in the city center likely anticipates the parade, which features the girls dancing, indicating that the waiting occurs before the parade starts."
183,Two professional wrestlers climb silver ladders .,A masked wrestler hits a unmasked wrestler on his shoulder .,NA,No,"The two events describe different actions happening in a wrestling context, and there is no indication that one must happen before the other."
184,"A man talks for a brief moment , a black screen appears with some foreign letters on it , then a woman is shown getting most of her hair braided by another woman , curled , teased , and then hair sprayed into a style .","A special effect screen appears with a green heart that is made to look like it 's beating and has a white clip art scissors in the middle of it and the gray words "" PARIKMAXER TV "" under the heart .",NA,No,The two events describe different visual elements that do not imply a sequential relationship; they could occur simultaneously or independently.
185,We see a man and a boy playing in the sand .,The   man fills he bucket and dumps it out .,NA,Yes,"It is likely that the man fills his bucket and dumps it out while playing in the sand with the boy, suggesting that Event 2 occurs during Event 1."
186,A woman is seen pumping water out of a machine while another wheel kneels down in front and washes clothes .,The people speak back and fourth to one another while the camera pans around and watches them work .,NA,Yes,"The conversation likely occurs while the woman is pumping water and the other person is washing clothes, indicating that Event 2 happens concurrently with Event 1."
187,"The man then picks up a small container and words on the screen appear saying that it 's "" vauhti violet glider "" and when he removes the content it looks like a purple bar of wax .",The man then takes the iron straight to the fabric and begins to glide the iron over the material and the words on the screen indicate that it 's to melt the wax into the skin using low temperature to avoid burning the skin .,NA,Yes,"Event 1 describes the preparation and removal of the wax, which must occur before the man can apply the wax by gliding the iron over the fabric in Event 2."
188,We fade in from black as the man talks .,The camera zooms out on the man playing the accordion .,NA,Yes,"The fading in from black indicates the start of a scene, which likely occurs before the action of the camera zooming out on the man."
189,"A man is washing his soapy hands in a sink while the water is running and as the timer is counting down on the right , he rinses his hands at the 20 second mark then dries them off with a brown paper towel .","A black screen appears and green words scroll from the bottom to the top and stop when it fills the screen and say 's "" NDA&CS Food & Drug Protection Division "" and there 's a circular logo in the middle .",NA,No,"The two events describe unrelated actions; one involves washing hands while the other concerns a visual display, with no indication that one precedes or follows the other."
190,Two young people are playing pairs tennis indoors while people watch behind them .,The camera returns to show the first pair of players .,NA,Yes,The camera returning to show the first pair of players suggests that they are being focused on after the initial description of the event where they are playing.
191,A guy shakes hand with a player and gives him an animal trophy .,A woman smiles and talks outside .,NA,No,"The two events describe separate actions that do not indicate a direct sequence or relationship, as they occur independently and there is no contextual link suggesting one precedes the other."
192,The tattoo artist glues the design onto the arm of a woman .,The cups of ink are nearby .,NA,No,"The presence of cups of ink nearby does not establish a clear sequence of events, as they could be present before, during, or after the tattoo artist applies the design."
193,Tips and steps appear and a man in a red apron begins to demonstrate each step onto a canvas while he 's using his paint brush and in his right hand and holding his palette and paint i his left hand .,"The intro screen appears with the words Howcast , a flag banner with the words "" HOW TO PAINT WITH OILS "" appear and various people are show painting on canvases .",NA,Yes,The intro screen of Howcast likely precedes the demonstration of painting steps as it sets the context for the tutorial.
194,The video ends with a special effect of them going backwards instead of forwards and one of the boys holds his hand up to show a shaka sign made with his left hand .,The view then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video .,NA,Yes,"Event 1 describes the conclusion of the video, suggesting that it happens after the activities described in Event 2."
195,A male surfer shows off his skills with a board shaped like a snow sled as he is pulled by a jet - ski but stops to enter a hut on the beach in order to trade out with another surfer that is bald .,Then he comes to and back from the hut with a blow up whale floatie he tries to surf with .,NA,Yes,The surfer first enters the hut to trade out with another surfer before returning with the blow-up whale floatie.
196,She slowly places the lens into her eyes .,She blinks a few times making sure the lens is properly in place .,NA,Yes,Placing the lens into her eyes must occur before she blinks to ensure it is properly in place.
197,"A man is tied to the top of a rock wall and he quickly repels and the words "" clean big falls ! "" appear on the screen .",Men tied up with safety gear are hanging from large rock walls and repelling very quickly either alone with other people on the same rock .,NA,No,"Both events describe similar activities of repelling and safety gear usage, but there is no clear indication that one event precedes the other."
198,We see the blue opening screen .,The man then puts on his gloves and dances a bit in the yard .,NA,No,The two events are unrelated; seeing the blue opening screen does not imply a sequence with the man dancing in the yard.
199,A close up of a plane is seen followed by a woman sitting behind a desk and another speaking to the camera .,The woman continues speaking as well as showing shots of dogs being groomed .,NA,Yes,"The second event appears to continue from the woman introducing a topic or scene in the first event, suggesting a flow of narrative."
200,There are some adults helping small children get ready with their snowboarding equipment and gear .,The small children are going on snowboarding lifts to begin their lessons .,NA,Yes,The adults helping the children with their equipment logically precedes the children going on the snowboarding lifts for their lessons.
